id	(2-methoxyethoxy)propanoic acid isomer	(gamma)Glu-Leu/Ile	1-Methyluric acid	1-Methylxanthine	"1,3-Dimethyluric acid"	"1,7-Dimethyluric acid"	2-acetamido-4-methylphenyl acetate	2-Aminoadipic acid	2-Hydroxybenzyl alcohol	2-Isopropylmalic acid	2-Methylhippuric acid	"2,2-Dimethylglutaric acid"	3-Hydroxybenzyl alcohol	3-Hydroxyphenylacetic acid	3-Indole carboxylic acid glucuronide	3-Methyl-2-oxovaleric acid	3-Methylcrotonylglycine	"3,3-Dimethylglutaric acid"	"3,4-Dihydroxybenzeneacetic acid"	"3,5-dihydroxybenzoic acid/3,4-dihydroxybenzoic acid"	"3,7-Dimethyluric acid"	4-Acetamidobutanoic acid isomer 2	4-Acetamidobutanoic acid isomer 3	4-Hydroxybenzoic acid	4-Methylhippuric acid/3-Methylhippuric acid	5-Hydroxyindoleacetic acid	5-Sulfosalicylic acid	6-(2-hydroxyethoxy)-6-oxohexanoic acid	6-(carboxymethoxy)-hexanoic acid	9-Methylxanthine	Acetaminophen glucuronide	Acetylphenylalanine	alpha-N-Phenylacetyl-glutamine	Aminosalicyluric acid	Asp-Leu/Ile isomer 1	Asp-Leu/Ile isomer 2	Aspartic acid	Azelaic acid	Benzoic acid isomer	Chenodeoxycholic acid isomer	Cinnamoylglycine	Citric acid	Dehydroepiandrosterone 3-glucuronide	Dehydroepiandrosterone sulfate	Deoxyhexose	Dimethylguanosine	FMNH2	Fumaric acid	Gentisic acid	Glu-Val	Gluconic acid and/or isomers	Glucuronic acid and/or isomers	Glyceric acid	Glycocholic acid isomer 2	Glycocholic acid isomer 3	Heptylmalonic acid	Hexanoylglycine	Hippuric acid	Hydroxybenzyl alcohol isomer	Hydroxyphenyllactic acid	Hydroxysuberic acid isomer 1	Hydroxysuberic acid isomer 2	Isovalerylalanine isomer	Ketoleucine	Kynurenic acid	Malic acid	Methoxysalicylic acid isomer	Methyl (hydroxymethyl)pyrrolidine-carboxylate/Methyl (hydroxy)piperidine-carboxylate	Methylinosine	Mevalonic acid isomer 1	Monoethyl phthalate	N-Acetyl-aspartic acid	N-Acetylisoleucine	N-Acetylleucine	N-Acetyltryptophan	N-Acetyltryptophan isomer 3	N2-Acetylaminoadipic acid	N4-Acetylcytidine	Nicotinuric acid isomer	Ortho-Hydroxyphenylacetic acid	Oxoglutaric acid	p-Anisic acid	p-Hydroxyhippuric acid	p-Hydroxymandelic acid	p-Hydroxyphenylacetic acid	Pantothenic acid	Pentose	Phe-Tyr-Asp (and isomers)	Porphobilinogen	Pyridoxic acid isomer 1	Pyridylacetylglycine	Pyrocatechol sulfate	Pyroglutamic acid	Pyrroledicarboxylic acid	Pyruvic acid	Quinic acid	Salicylic acid	Sebacic acid	Suberic acid	Sulfosalicylic acid isomer	Taurine	Testosterone glucuronide	Tetrahydrohippuric acid	Threo-3-Phenylserine	Threonic acid/Erythronic acid	Tryptophan	Valerylglycine isomer 1	Valerylglycine isomer 2	Xanthosine
HU_158	3.308431289	4.308325701	3.850359954	3.89014596	3.875425888	4.028060275	4.382689301	4.415196344	3.910397416	4.722091697	5.067355568	4.349486548	4.206386157	4.319151407	4.245888144	3.939023119	4.435185876	4.424163133	4.287823774	4.55934006	3.729274523	4.123903317	4.420084616	4.179758405	3.676656854	4.551332209	4.462909388	4.481856755	3.813746958	3.946867869	1.864492674	4.428423611	4.42085996	3.740282756	3.816721903	3.99969989	4.466498315	4.619560347	4.342806485	3.470181968	4.203594057	4.50213807	3.675637641	3.787358796	4.438974955	4.299429652	4.370196964	3.87254539	4.43884883	4.360775599	4.457334337	4.400270774	4.46448814	4.102828814	4.001699954	4.441256531	3.929631039	4.533389542	4.20053985	4.266838128	4.392118999	4.123699519	4.361528803	3.796855617	4.452502716	4.483307357	3.906170957	4.452540655	4.418546369	3.56524289	3.699209999	4.323525556	4.589586787	4.635485192	4.446035883	4.484669484	4.301176262	4.491780177	4.492695842	5.068421422	4.395502996	4.146662897	4.340336186	4.122217904	3.973738042	4.784615594	4.334164537	4.505244156	4.365883484	4.488694963	4.357124988	4.180978965	4.113086704	4.275777659	3.920151209	3.147665665	3.444641282	4.188007471	4.405340393	3.991451039	1.863361312	3.512330504	5.014401767	4.478565952	4.393555171	4.092748709	4.52031209	4.563517091	4.159093884
HU_159	3.645655442	4.193526735	4.68348388	4.7135781	4.910834327	4.836630262	4.647067155	4.552559986	3.852770568	4.282435724	4.046114506	4.273827232	4.401494989	4.291472452	4.579376613	3.753266461	4.233268893	4.310917664	4.376750217	4.817008286	4.998226873	4.48239156	4.266928207	4.570113657	3.822865323	4.660771087	4.488817029	3.723256731	4.510111746	4.890141288	4.757104427	4.331024949	4.46320437	5.04203888	4.021385826	4.184397041	4.843512409	4.352824423	4.218735428	4.288691587	4.712279263	4.327969509	4.589111468	3.171858257	4.593483943	4.30788004	4.757255946	4.146135801	4.237103947	4.30971222	4.693968815	4.637205492	4.371120421	4.641836485	4.989873042	4.625869451	4.257038095	4.382599634	4.297973276	4.281466815	4.255983333	3.992317776	4.441861357	3.878765158	4.336547773	4.223291241	4.651629702	4.571191837	4.468682356	3.63231974	4.528127839	4.621763004	4.199041104	4.14016084	3.979681451	4.579685188	4.369483128	4.709173672	4.331347699	4.855509567	4.095840781	4.718940649	4.213375878	4.322595462	4.592778935	4.296664344	4.572322729	4.42985341	4.436777233	4.357501068	4.374066385	4.347278883	4.515517156	4.536632409	3.942328236	4.415998726	3.844077484	4.658944933	4.386853073	4.406278605	1.644145369	4.103837527	3.671918556	3.803336835	4.585059966	4.458011022	4.301255404	4.331946693	4.139057245
HU_160	5.077657223	4.352079905	2.662181085	3.225433772	0.599641675	3.244070182	4.677953419	4.38616773	4.149195035	4.013156313	4.906024903	4.38961721	4.737557199	4.180640668	4.409887182	4.446536253	4.305539467	4.492178757	5.009557966	4.515447738	3.068024101	4.435355273	3.780457576	4.503382303	3.767560185	4.446377711	3.886355106	4.445023186	4.70420018	3.135233823	5.567388141	4.231721909	4.196686134	2.785235255	4.000504561	4.273654916	4.516375168	4.601985619	3.368612825	4.435782236	4.289812165	4.531107448	4.85519866	5.045323833	4.220451372	4.252873069	4.752066823	4.205913808	4.714395742	4.117800265	4.540632038	4.533178539	4.512298743	4.931167503	4.858925268	4.586694526	4.594092916	4.363833136	4.40761158	3.462959414	4.245322848	4.669446561	4.397484496	4.285205734	4.245626546	4.270803326	3.832297308	2.710569121	3.752094636	3.948999292	3.755191637	4.437426669	4.346503353	4.685227699	4.086306228	5.108833669	3.020442469	1.813204603	4.369638826	4.380379622	4.594067187	5.099923345	4.223720483	4.296574205	4.346213716	4.088751388	4.352859056	4.249757849	3.435033177	4.309730593	4.35103391	4.299974391	4.143517552	4.429400869	4.165617303	3.560563395	3.993723664	5.000679498	4.759883447	4.029068636	3.952728999	4.180462506	4.087863792	3.694623926	4.452743756	4.535423092	4.528325901	4.200062175	3.674563769
HU_162	1.307713092	4.140745724	4.718988601	4.772797873	4.760466421	4.577253288	4.445722319	4.37475152	5.344458036	3.339737546	4.132194578	4.581010651	4.92663871	4.813613901	4.194192022	4.5092509	3.926284575	4.639322891	4.941270403	3.88453049	4.121057403	4.400960313	3.870209294	4.189043063	5.042959984	4.321221113	4.869095728	4.320326768	4.448021831	4.454746828	1.706783722	4.449781296	4.133993849	4.529918803	3.703968365	3.70245369	4.294984946	3.945949999	4.261675296	4.61284713	4.65659158	4.57057127	3.913570732	1.340592909	4.59292316	4.077630542	2.697363186	5.011946149	4.393736504	4.327466748	4.515255439	4.637404525	4.234110766	2.540533851	2.633326774	3.830120094	4.579044601	4.812642141	5.525149578	4.29828428	4.375085662	4.223482269	4.518016536	4.432123072	4.312584098	4.770570817	3.901628925	3.944666136	4.210881537	4.011461657	4.610147532	4.397254037	4.101002997	4.316059982	4.674671971	4.182741259	4.596777933	4.304280797	4.343833438	4.56059746	4.74595543	3.321442487	4.340073866	4.248218462	4.769627035	4.465215779	4.61105258	4.34534646	4.398008961	4.46297114	3.809224093	4.970936326	4.763330773	4.734176044	4.437698708	4.761358965	3.528890153	4.273578987	4.473540717	3.624360737	3.987847726	4.158161118	5.044099555	4.870270741	4.4321268	3.965900639	3.983551093	4.208486129	4.65106654
HU_163	4.169713633	4.571828123	4.102906315	4.110744482	4.162707184	4.181600124	4.364495384	4.272854147	4.445461616	3.882687099	5.105177869	4.342064859	4.621228875	3.856781561	4.130063877	4.705890938	4.205904918	4.210931845	5.043833511	3.849804191	3.917579864	4.406412486	4.295223785	4.710212795	4.092715266	3.993454241	4.234080613	4.264493689	4.192104696	4.028150667	0.035967263	4.556285855	4.244686578	3.868256093	3.95054076	4.000713807	4.223742001	4.631015106	4.210204621	4.631626184	4.084470544	4.487136846	3.987763603	3.751056574	4.475351987	4.192799426	4.064090106	4.609900403	4.536663736	4.554773463	4.454671313	4.365253024	4.641300242	4.016734529	4.320459742	4.547904731	4.07388784	4.593856163	4.182043465	4.223274125	3.501977743	3.988116441	4.237630274	4.27614633	4.350863739	4.564503438	3.949164973	4.125026469	4.02857611	4.253022053	5.650792689	4.148132119	4.541144759	4.979799557	4.340283574	3.917922457	4.511196622	4.097726445	4.287608045	4.487766885	4.314671067	4.933892359	4.385925834	4.860730596	4.016625417	4.648054729	4.378584054	4.441015261	4.359481703	4.35404029	4.185979168	4.396895975	4.449634674	4.698283326	4.048982673	4.210108471	4.54719652	4.746413745	4.48025737	4.005769388	4.571917268	3.711250731	5.057405277	4.821400085	4.202907407	4.222450568	4.347386257	4.241824508	4.176384186
HU_164	3.588749002	4.304399418	4.392549368	4.337320441	3.569821505	4.547534408	3.91633816	4.418854401	4.42462981	3.499164095	4.296475729	4.307414087	4.353757039	4.480897809	4.465816561	4.278187216	4.302032238	4.036359523	4.385725676	4.507394812	4.298218099	4.323763901	4.154199244	4.540126781	4.347503407	4.312737481	3.822195995	4.420479365	4.233504372	4.613161969	2.090187898	4.644091559	4.552108401	4.210892378	4.298913351	4.501107852	4.571174066	4.17023225	4.361808051	4.341863664	4.30619547	4.551011936	3.942768956	2.460418932	3.768811919	4.503213288	3.919573286	4.102699737	4.055413049	4.363406949	4.490168666	4.289205138	4.357193334	3.882649308	4.623435508	4.203003359	3.942673155	4.846698618	4.322445192	4.378904878	4.11019149	4.136975939	3.980313926	4.047265163	4.461459261	4.498604428	4.601518728	4.460279916	4.373321824	3.36635185	5.260533744	4.522836316	4.421004561	4.357369803	4.602378257	3.95667289	4.437109943	4.833619917	4.514484387	4.560877685	4.679468053	4.99479534	4.30601188	4.02972026	4.217385226	4.747642088	4.328201951	4.728023364	4.40575705	4.158410862	4.525742517	4.54210523	4.308078296	3.947454229	4.066357319	4.600317877	3.85537092	4.501040047	4.14554037	4.588634263	4.318482165	3.643544106	5.281695949	5.202148069	4.513644747	4.716494414	4.408110607	4.445903314	4.301494215
HU_166	3.785980907	4.207251762	4.423742606	4.445975513	4.540350713	2.839126384	4.883832838	4.211057275	4.132994954	3.856764327	4.411679055	4.178775018	4.586052291	4.720040059	4.274176642	4.355888393	4.713304	4.484102337	4.614337752	4.154634826	4.533291834	4.189530409	4.800310529	4.318825414	3.937558576	4.393597975	3.994601935	4.367855572	4.541922343	4.389435352	2.006130935	4.54338275	4.373187035	4.46946463	3.647205701	3.971856299	4.371175862	4.223275026	3.258098474	4.014778868	4.697303691	4.398514341	4.478996691	3.078672472	4.193401864	4.257484628	4.369840441	3.991920093	4.274321753	4.062461163	4.268034809	4.772162488	4.314671053	4.611452286	4.78853966	4.357710018	4.192940523	4.302381024	4.099210001	3.402341252	3.071583994	3.637542861	4.594907223	4.074745275	4.414344106	4.497371502	3.828048787	4.329960954	4.338678612	3.892230775	3.254067065	4.471210801	4.23197999	4.442562003	4.276892629	4.649023815	4.309776098	4.609745669	4.398163234	3.984233571	4.842515725	4.256514462	4.226635128	4.282806775	4.159292652	4.295713765	4.153073167	4.355933294	4.160172614	4.141364494	4.184597694	4.206704428	4.055880808	4.08947485	4.160697288	4.394180748	2.99748052	4.739362016	4.208657553	4.53104739	4.551073115	4.35712392	3.808304704	4.258171216	4.304526526	4.364600597	4.731154051	4.60948463	4.241053606
HU_167	3.237049946	4.289434556	4.582072605	4.714429798	4.494474707	4.711853027	4.456177905	4.227996157	4.565942657	3.646046863	4.716501819	3.891456053	3.79749106	4.186164847	4.210028089	2.909561091	4.290332985	4.043609793	3.972776489	4.690467764	4.028820256	4.007890679	4.312027241	4.656523959	3.602162922	4.036182677	3.958331527	4.431002452	3.472741868	4.452431479	0.196911043	4.463855582	4.533233651	5.070258651	4.037576423	3.960902201	4.294453514	4.62956488	4.313564459	3.793060081	4.234114557	4.310492397	3.154717349	3.918548763	4.884088421	4.168284546	3.043694503	5.245301831	3.943228905	4.427888115	4.538180913	4.718525802	4.542279793	2.917099233	3.994614008	4.215141513	3.838638669	4.520806167	4.268751616	4.387389769	3.923260626	4.089309199	4.19330765	2.656454573	4.19251707	3.921826267	4.817574135	4.012570587	2.27217509	1.877408149	4.503890397	4.496026036	4.117095575	4.044954003	4.206951669	3.999073448	3.981470744	2.04455286	4.720604766	4.557379495	2.657418705	4.836126413	4.435014	4.109762643	4.110609323	4.219996876	4.81539247	4.512004874	4.482901445	4.770041072	4.201596689	4.690032175	4.648491419	4.901733262	3.3972272	5.051862866	4.245642544	4.208149194	4.248730203	3.928741906	4.186278347	3.100844566	4.758863469	4.332585144	4.468465885	4.425823439	4.355978564	4.517829053	3.94529113
HU_168	4.089354447	4.472756151	3.630752653	3.544884608	3.536814157	4.009473759	4.253328093	4.320237325	3.274135467	4.494961273	5.562505717	4.379908667	4.034759555	3.947689136	4.329325588	4.404364282	4.578524487	4.220532643	4.104578853	4.590421992	5.012636779	4.345290597	4.120742116	4.706096206	4.127888029	4.370401589	3.926166428	4.358107581	3.953825183	5.030917871	2.676292557	4.576265872	4.548783272	3.472230704	4.173639156	4.39581004	4.703905493	4.834159251	4.447919526	2.497074223	3.550354929	4.775140976	3.842394056	1.893434581	4.136397083	4.486169578	3.222456334	4.134617829	3.738522556	4.487732816	4.562580442	4.572691117	4.831016079	3.018699354	3.813997328	4.704270183	3.985651255	4.373805782	4.443693583	4.499347989	4.251076891	4.453895655	4.055409745	4.062305632	4.388388283	4.559860413	4.356593453	4.466839367	4.396386554	4.218293669	3.447802749	4.322945053	4.587659761	4.977383445	3.66422721	3.652302618	4.506159412	4.779461521	4.837567821	4.694006259	4.715804814	4.020812645	4.460519733	4.132348514	4.314982294	4.698669672	4.407779562	4.36835759	4.448295006	3.921049558	4.470285463	4.355108593	4.139100169	4.476970558	4.221227172	2.243739801	4.029724291	4.547150173	4.630179802	4.175914676	4.396529354	2.372174268	4.121039355	3.875727141	4.646686653	4.584698587	4.668527874	4.578649469	4.123354762
HU_169	3.881406873	4.184599722	4.859354755	5.092044037	4.771297038	4.819487895	4.38928714	4.289287063	4.654402543	4.194740728	5.231592691	4.073768443	4.34184398	4.352622862	4.028962576	4.145713835	4.858087851	4.389779903	4.295092327	4.827672921	4.142225365	4.034261611	4.708195226	4.78772653	4.389736764	4.135225982	3.841814845	4.487425925	3.764809316	4.475517178	0.408099682	4.728628572	4.688769586	5.265001426	3.911102059	4.080190148	4.136668234	4.35031656	3.777895684	4.072061495	4.513428133	4.500933506	3.649086253	2.819125659	4.65724137	3.980735647	3.301555156	5.075064684	4.025149465	4.259478468	4.488559141	4.615688571	4.370132937	3.862667826	3.850859237	4.490997194	4.281830481	4.402355933	4.184085991	3.862868802	4.470506744	4.100302891	4.289049743	3.969759039	4.394166651	4.322029162	4.544337266	3.964973443	3.14959228	3.868060055	3.958665566	4.397015511	4.289363732	4.48556449	4.483019579	4.226307164	4.170120631	4.035491242	4.659339419	4.676356517	4.410779266	5.629051758	4.65298726	4.092216169	4.562881418	4.315893022	4.808601681	4.574413454	4.517324818	3.938507514	4.405949718	4.728064586	4.449903925	4.973645733	4.002245973	5.051576727	4.146009191	4.439019594	4.461024268	4.247618677	4.474917091	2.411561389	4.362748784	4.033591789	4.42680567	4.327148979	4.830977039	4.916165933	3.765637618
HU_170	3.732585337	4.269607998	4.355740885	4.367010672	4.38313722	4.305366823	3.674417107	4.378445365	4.175516272	4.40772563	5.00944987	4.371209543	4.471941024	4.296767545	3.93600548	4.245693071	4.61166802	4.445841944	4.289815583	4.392136761	3.829981463	4.343940542	4.909539936	4.709952208	3.967645353	4.253756307	4.58901159	4.209070284	4.105389656	3.892193391	0.084382677	4.735288339	4.31936479	4.230849862	4.066479134	3.908680386	4.227950601	4.529758367	4.738342435	4.044848126	3.592831102	4.464731142	4.12888335	3.740268046	4.562357317	4.181693719	4.225423708	4.528611131	4.179311502	4.351510889	4.456053604	4.483896448	4.361551769	4.569708658	4.628223874	4.511836712	4.534500588	4.170850464	4.233128083	4.648858889	4.150614595	3.990302589	4.678795643	3.915112441	4.510295716	4.841735908	4.449714562	4.574751398	4.256287744	3.677959432	5.297744061	4.281962527	4.442539084	4.888551806	4.406351128	4.367943253	4.553343722	4.171829432	4.260583738	4.46211292	4.530727795	5.644296479	4.643995773	4.223993643	4.395310218	4.458067602	4.420646725	4.245437035	4.333445124	4.348566645	4.423398925	4.311681713	4.125578133	4.341417189	4.07971399	4.43622963	4.239040747	4.668770636	4.473196933	4.511275985	4.289063232	3.833347686	4.2638864	4.473362975	4.37927932	4.229307543	4.524930045	4.654804445	4.203290621
HU_171	4.054073292	4.542199089	4.900985415	4.975799887	4.745349743	4.747031087	4.284504145	4.586721642	4.626791699	5.000085357	5.183815021	4.856217675	4.679330072	4.998691411	4.332990246	4.67542521	4.35750003	4.70654342	4.659721561	4.379836973	4.271257701	4.433892835	4.354453711	4.549214255	4.864923095	4.598133229	4.49217343	4.639821556	4.339086284	4.543922726	4.578557723	4.578219309	4.573821413	4.237273718	3.98300268	4.091280842	4.513499728	4.78124723	5.045063367	3.974251727	4.346351218	4.79126336	4.709174391	4.730973595	4.685611444	4.487989479	4.3129138	4.848768098	3.926101948	4.559948566	4.957910441	5.031608579	4.749356447	4.195328578	2.919864842	4.773444499	4.518562277	4.698599386	4.619077472	4.977407635	4.652168676	4.709592004	4.523970774	4.373375984	4.315295108	4.667929184	4.566747142	3.999326826	4.534402106	3.924576676	4.581762371	4.711415673	4.472488997	4.408711185	4.610847825	3.772799342	4.236528588	4.393086795	4.511803529	5.138156339	4.653094603	5.302187429	4.609086971	4.537834137	4.479936095	4.817227593	4.752444141	4.634240718	4.45993167	4.424484274	4.501812832	4.696468324	4.634972207	4.468495562	4.306162859	4.996038263	3.995450891	4.984581049	4.999889118	4.36383847	5.137503905	4.540534372	4.834113993	4.272841414	4.907265664	4.694991016	4.38520582	4.551715167	4.40791255
HU_172	4.137363308	4.28525399	4.567816307	4.431701776	4.604235215	4.205072593	4.098569234	4.600102101	4.509199498	3.841394258	4.744007384	4.010278329	4.027062558	4.246827981	3.764249607	4.192429739	4.402636497	4.105193859	4.211160963	4.914118647	4.304216507	4.274703332	4.179082686	4.116257062	4.482998797	4.173151922	3.718159085	4.283242618	3.979392463	4.05787729	0.140208827	4.402178777	4.326561202	3.820685731	3.885493305	3.932113042	4.178149554	4.639058245	4.252196229	1.925228474	4.229610174	4.277375223	4.316752449	3.719944661	4.542884259	4.068118023	3.422755742	4.710690867	3.936766844	4.207323508	4.0825066	4.205305746	4.228493064	6.025757653	3.365408732	4.288127062	4.567908445	4.08915133	4.450312072	4.258109138	4.312681933	4.367374161	4.208343635	3.894389178	4.289984324	4.449208275	4.568582937	4.530579731	3.999681559	3.732474881	5.044901714	4.083525533	3.840110378	3.900245484	4.496446835	3.66003382	4.136140856	3.584564965	4.468905523	4.096954295	4.223129146	4.309409552	4.318908355	4.140677696	4.320982547	3.933629629	4.546169018	4.165469091	4.235318607	4.169944189	4.064266688	4.435072949	4.28957406	4.491827043	3.721016847	4.337334063	3.964939957	4.740483592	4.529494274	4.267336563	3.09931886	4.063370472	3.687587403	4.326091996	4.119344288	3.804089921	4.365996623	4.291265754	4.150929571
HU_173	4.493012079	4.372047511	4.898479707	4.937211032	4.873802198	4.940625952	4.901800428	4.7176115	4.939665842	5.19536541	5.131478717	4.171709828	4.633137723	4.478351356	4.505433955	3.968655734	4.706946409	4.516347829	4.844752171	5.211092172	4.07599008	4.374078083	4.789036666	4.342067459	3.849137235	4.39537193	4.472980371	4.658842388	3.863832929	4.443556636	0.747825044	5.021485466	4.656642131	5.212253847	3.659256499	3.752674945	4.501025752	5.229402349	5.168784964	5.146688842	4.738759379	4.766941203	3.887648927	3.311735829	5.04125391	4.251887455	3.174700911	5.382441854	4.675558878	4.396105927	4.871432432	5.033855141	4.514822819	4.717900745	4.596921597	4.739196982	4.100328869	4.946422722	4.49148768	5.093650954	4.581145079	4.568026774	4.459245714	3.82154154	4.076098511	4.515982374	4.796861927	4.219569984	4.218804264	4.400633532	3.931139951	4.549700613	4.759075871	4.725370421	4.902989926	4.731834228	4.188716158	4.170493446	4.797788259	5.11092929	4.359264466	4.236889497	4.980967843	4.886662462	5.49945148	4.580695619	5.003417858	4.822346925	4.644306052	4.2041828	4.181762332	5.013804122	5.056631706	5.394516232	4.194464611	5.188803906	4.035283383	4.651999841	4.789214186	4.321921699	4.093108458	2.441882068	5.640766352	5.126575756	4.724543017	4.263901695	4.599009189	4.874321475	4.289863493
HU_174	4.930648019	4.271733348	4.454348708	4.349899864	4.630135007	4.539526502	4.808331987	4.287556192	4.44981347	3.909236303	4.720548082	4.292175377	4.692113349	4.68038648	4.090088423	4.306019467	4.344601186	4.366061344	4.78787171	4.474585185	4.659205177	4.303829572	4.296075753	4.062949624	3.722760424	4.251152315	5.051655272	4.826319108	4.138944082	4.469993919	0.212237271	4.705752407	4.39377611	4.643910732	4.036201065	4.057436382	4.199546208	4.497989891	4.197642957	3.522145223	4.549610311	4.434689116	4.177376306	3.076664299	4.433384581	4.294833602	4.165784489	4.432107411	4.356676059	4.269430146	4.450047507	4.49037167	4.646515789	4.109461592	4.022860408	4.46211346	4.176395675	4.427300849	4.765013638	4.190659695	4.319989308	4.206736023	4.449298544	4.021733309	4.465190634	4.53654634	4.433345479	4.416083748	4.121752802	4.884217649	4.123857144	4.414223504	4.401684664	4.65362645	4.34880434	4.358107107	4.497020541	4.203181764	4.441818079	4.330594995	4.505087585	4.837344326	4.327189403	4.295678347	4.011157743	4.578985553	4.452155384	4.408703485	4.420501728	3.945854367	4.430002781	4.39027052	4.176783229	4.465347369	4.09022797	4.63123598	3.193018683	4.336164594	4.467935305	4.15651223	4.044406253	4.068253188	4.680612922	4.370851213	4.361924746	4.507756435	4.450875729	4.400847348	4.178743871
HU_175	3.399303204	4.709122005	3.839674974	3.667337583	3.868843776	3.984691731	4.267059913	4.415612524	3.824309322	4.674248223	5.092624352	4.325313847	4.299337881	4.23622685	4.242462819	4.588296597	4.498795814	4.280233154	4.755273597	5.021738731	4.667170494	4.33960832	4.379392451	4.123153406	4.097405622	4.366926513	4.188562783	4.249526744	4.622558967	4.261341275	0.041303083	4.628488227	4.310488941	3.818041435	4.036954205	4.449644361	4.536350628	4.419110774	3.449174298	3.49403144	4.084909049	4.355348465	4.009898563	4.021877549	4.135259054	4.304977814	4.369309296	4.176137807	3.842253879	4.537192424	4.351347092	4.140360089	4.778158946	4.262823299	4.653440735	4.375795785	4.336645865	3.962706786	4.18336194	3.598162996	4.123947159	4.44539644	5.144795656	4.24408178	4.369087174	4.846208136	3.451249932	4.213264101	4.349464414	3.440541697	3.059027107	4.41708129	4.463637485	5.009564658	4.331674836	4.388836368	4.64516288	4.46121079	4.270032914	4.078777656	4.610666486	4.089557913	4.161115007	4.011458473	4.253985193	4.646978852	4.187523527	4.04261215	4.284397738	4.310445112	4.405850129	3.998090741	3.999993022	5.031729314	4.040569547	4.007778902	3.022493223	4.290369822	4.338446917	4.513588626	4.378755372	4.271473933	3.285273746	3.762720894	4.275842717	4.436409541	4.519916222	4.38994431	4.123566885
HU_177	3.372649157	4.570667623	4.257669308	4.056684453	4.514266695	4.381926955	4.458888371	4.564363922	4.168505625	4.091861895	4.332976025	4.562633718	4.068138114	4.218245034	4.304032965	4.186277331	4.571215149	4.354147804	4.102565901	3.806880093	4.399322964	4.439257188	4.626334975	4.22447608	3.801103146	4.308539003	3.673801836	4.447765377	4.127114085	4.140283924	2.0739382	4.594875808	4.308951494	4.64304173	5.120696665	4.957834805	4.222118861	4.305716213	4.043354508	4.399741293	4.380632237	4.069434997	4.027277889	2.465209616	3.81497526	4.425565166	4.570857596	4.038783659	3.964004114	4.575133862	4.611879918	4.396103662	4.370142115	3.959607876	3.325230069	4.252357671	4.746218793	4.260480364	4.311638131	4.093556916	4.698161147	4.899803439	4.34052993	4.230270809	4.245381467	4.090322109	4.27941558	4.744502009	4.482570643	3.784883446	5.04483697	4.441320027	4.311989568	3.969440713	4.132485284	4.315565477	4.617624138	4.731329184	4.281925183	3.516273289	4.221348597	0.778779327	4.376218806	4.568541975	4.123458673	4.58074936	4.325115302	4.190243132	4.4430976	4.312146907	4.531333018	4.14588842	4.330930497	4.054094909	4.016677626	4.403208958	3.500831612	4.200108987	3.986306592	4.338971289	4.309870834	3.884488575	4.239099254	4.59236853	4.44911699	4.127606922	4.609242596	4.303778936	4.345336878
HU_179	3.808510752	4.645108019	3.794147563	3.609138436	3.404195294	3.507204213	3.433280461	4.169629332	3.963852297	3.047766966	4.043335601	4.467594947	4.387968577	3.815163083	4.283208372	4.503354565	4.373280462	4.210143393	4.322781461	4.13419859	4.608305748	4.253818293	4.350567813	4.568082358	4.359246736	4.554444715	3.565458264	4.20764694	4.233898347	4.365864147	0.042003507	4.185956049	4.085514172	3.12925336	4.058174439	4.194465225	4.363362636	4.057833853	3.500282664	4.070313424	3.499457598	4.477047291	4.41227298	4.785891472	3.890972055	4.387552882	4.45759381	4.072610148	3.86112861	4.53503675	4.301500998	4.110661472	4.308389396	4.473052464	4.42447248	4.233088587	4.271558047	3.748521079	4.034342256	3.690273805	4.258927502	4.437073919	4.460696348	4.242521915	4.548631446	4.324348253	4.54799299	4.200152861	4.318126087	3.975001105	3.144806035	4.34655768	4.456102108	4.698791862	4.27511983	4.61860606	4.73359042	4.641576461	4.402468917	4.60198434	4.459617611	2.811773148	4.194725406	4.040250951	4.244874436	4.638262927	4.19117674	3.825264392	4.319779576	4.446034954	4.402607901	3.956809967	4.122089452	3.330805759	3.957898676	2.350875284	3.737490371	4.28154867	4.289727745	3.936087508	4.604652026	4.293512512	3.71338851	3.467478505	4.24966425	4.532252064	4.554090331	4.373744009	4.279958081
