Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
9	8843270	8849489	3	3643243	3628918	cccccc
15	11071603	11077821	17	11694437	11701083	cccccc
18	14469218	14475434	9	8289927	8292889	cccccc
3	13192962	13199177	16	9970380	10031673	cccccc
12	4274807	4281020	17	2012308	1993769	cccccc
15	13516348	13522559	1	1582257	1572843	cccccc
15	8766252	8772461	1	11028943	11033468	cccccc
15	8766252	8772461	17	6368788	6379065	cccccc
7	2203395	2209597	18	10309606	10313551	cccccc
1	8370541	8376740	2	3130878	3137008	cccccc
5	8454357	8460556	3	1727927	1727221	cccccc
5	1833288	1839481	14	1838888	1854827	cccccc
5	1833288	1839481	7	3159973	3146789	cccccc
18	3295231	3301423	4	2974914	2984266	cccccc
18	4408305	4414489	11	685179	683411	cccccc
18	12700454	12706638	11	10560557	10560081	cccccc
1	616818	623001	6	1183851	1171060	cccccc
19	7384481	7390659	16	2188198	2181507	cccccc
2	16259539	16265712	7	3465836	3461397	cccccc
18	2233940	2240110	4	4881183	4885746	cccccc
14	9314068	9320237	7	3991261	3999924	cccccc
5	10577894	10584059	3	5120632	5115416	cccccc
17	6158799	6164962	17	826943	823973	cccccc
3	3236832	3242991	19	1020158	1034084	cccccc
11	6374930	6381080	10	2877937	2867315	cccccc
13	13717584	13723733	12	3448783	3455178	cccccc
1	11885201	11891349	2	6432655	6422104	cccccc
11	13007596	13013744	10	3259640	3253728	cccccc
11	13007596	13013744	19	884896	893400	cccccc
2	2389668	2395815	14	10541605	10528766	cccccc
2	2389668	2395815	7	6490784	6484378	cccccc
2	3578137	3584279	7	1348012	1364093	cccccc
11	4923856	4929998	10	1365764	1357963	cccccc
9	7110320	7116460	6	7531534	7528058	cccccc
1	11747704	11753839	2	7019586	7043308	cccccc
9	8442344	8448479	3	6668268	6688415	cccccc
4	1485772	1491904	10	195087	190359	cccccc
4	1485772	1491904	19	5864139	5852014	cccccc
9	5805779	5811911	6	2481045	2491799	cccccc
2	5213412	5219543	18	1792259	1802194	cccccc
13	6153924	6160055	15	6367422	6401202	cccccc
3	9622730	9628860	9	725624	732663	cccccc
14	7854516	7860646	2	1871956	1865523	cccccc
12	10933184	10939312	1	7664423	7656979	cccccc
12	10933184	10939312	17	9889093	9891702	cccccc
11	15190804	15196931	19	3640098	3649935	cccccc
15	4554466	4560593	17	3349397	3349146	cccccc
15	7523699	7529824	17	4910812	4920434	cccccc
11	10813996	10820119	10	8166463	8207613	cccccc
12	8466099	8472222	17	5136309	5125970	cccccc
19	471663	477785	19	719037	726103	cccccc
11	15676763	15682883	19	5366440	5361561	cccccc
2	6327228	6333346	18	3639117	3639532	cccccc
4	4725387	4731505	10	2877937	2867315	cccccc
14	9828149	9834265	7	3284318	3279221	cccccc
3	7615346	7621457	9	3774830	3780983	cccccc
9	9342355	9348462	3	4809859	4804336	cccccc
5	12372590	12378694	18	7925177	7918586	cccccc
15	9503635	9509738	17	8628980	8622063	cccccc
2	6195685	6201787	18	3491630	3505043	cccccc
2	2459162	2465262	7	6266779	6254705	cccccc
13	807432	813532	5	1452433	1434795	cccccc
2	3497765	3503863	5	4764277	4748334	cccccc
2	3497765	3503863	7	1339352	1346941	cccccc
9	2797098	2803191	6	10360195	10340395	cccccc
18	14824482	14830570	11	5511223	5503775	cccccc
4	9127401	9133483	1	2508304	2516714	cccccc
9	10257359	10263436	3	415303	427415	cccccc
3	14714870	14720945	2	3130878	3137008	cccccc
1	527760	533832	6	957957	959216	cccccc
13	3427912	3433982	14	11059343	11107766	cccccc
12	13020991	13027058	17	192125	199642	cccccc
7	12465888	12471953	18	2899090	2903995	cccccc
14	13758884	13764949	12	10115738	10117632	cccccc
14	13758884	13764949	19	9180692	9187209	cccccc
9	6266401	6272463	6	2680896	2687405	cccccc
14	13504064	13510124	12	9968005	9973038	cccccc
12	10076407	10082466	17	8628980	8622063	cccccc
18	2829690	2835738	11	3493115	3486213	cccccc
18	2829690	2835738	4	3814650	3816956	cccccc
18	2829690	2835738	9	4439646	4431072	cccccc
2	15826081	15832115	7	3826590	3828197	cccccc
14	5665819	5671853	2	4609678	4616673	cccccc
16	3326666	3332699	6	2261800	2273045	cccccc
16	1885006	1891038	8	11961759	11946849	cccccc
15	8519404	8525431	17	6887437	6886427	cccccc
19	2269281	2275307	14	11059343	11107766	cccccc
14	8925515	8931531	5	2573626	2565487	cccccc
14	8925515	8931531	7	4637002	4628690	cccccc
2	189185	195195	18	425521	432667	cccccc
4	248862	254872	12	6150368	6145161	cccccc
14	1819254	1825264	18	7925177	7918586	cccccc
3	9117266	9123271	11	1167516	1172458	cccccc
3	9117266	9123271	9	1335988	1340997	cccccc
1	9073445	9079448	2	4309326	4311092	cccccc
4	845959	851962	10	926010	921207	cccccc
9	11242962	11248964	3	2500092	2491906	cccccc
14	12892008	12898010	12	5371076	5374885	cccccc
18	7523346	7529348	4	1119730	1127582	cccccc
15	11776843	11782844	17	878193	880826	cccccc
18	9618928	9624916	11	4024220	4033487	cccccc
14	2844954	2850937	18	9408667	9419138	cccccc
16	14249155	14255136	8	778838	784687	cccccc
14	1683364	1689338	18	7763469	7749907	cccccc
14	1683364	1689338	3	7082071	7097828	cccccc
2	3592072	3598044	7	1392624	1387099	cccccc
14	12335925	12341894	12	6248216	6254239	cccccc
9	10097230	10103198	18	11198302	11196642	cccccc
9	10097230	10103198	3	46508	41298	cccccc
2	995021	1000983	18	1714096	1712533	cccccc
7	4419936	4425897	3	5943312	5961562	cccccc
13	13107680	13113636	12	3126464	3129811	cccccc
3	15368851	15374799	2	773178	765793	cccccc
4	2923000	2928948	19	3347384	3339944	cccccc
9	9614167	9620112	3	5367189	5358080	cccccc
19	1547378	1553321	14	8809248	8824989	cccccc
14	7344051	7349990	2	990820	995989	cccccc
14	15276976	15282913	18	10510992	10513631	cccccc
3	9157535	9163471	11	1160519	1159231	cccccc
3	9157535	9163471	9	1323356	1317725	cccccc
2	9888627	9894561	18	10083729	10096726	cccccc
17	1192966	1198899	12	3919933	3931465	cccccc
1	15124487	15130416	9	4959063	4963989	cccccc
2	8971045	8976973	18	7763469	7749907	cccccc
2	8971045	8976973	3	7082071	7097828	cccccc
3	16167262	16173185	2	2137628	2133820	cccccc
1	14398358	14404279	9	1271984	1281448	cccccc
7	11114652	11120572	18	3867133	3862154	cccccc
14	3274750	3280667	18	10099744	10112184	cccccc
5	9856358	9862272	18	10309606	10313551	cccccc
5	10172977	10178890	18	10083729	10096726	cccccc
9	9818550	9824461	18	10708870	10702255	cccccc
9	9818550	9824461	3	5815024	5808410	cccccc
3	4986474	4992384	9	1891994	1887505	cccccc
3	8351733	8357640	9	4448165	4460870	cccccc
11	5586628	5592532	10	1882608	1940913	cccccc
11	5586628	5592532	19	1979405	1953800	cccccc
9	5758747	5764649	6	2582737	2586055	cccccc
3	7731341	7737242	9	3998476	4001084	cccccc
2	16634995	16640889	7	3284318	3279221	cccccc
5	988661	994553	14	819001	825010	cccccc
15	10498821	10504713	17	10307695	10304048	cccccc
5	3661983	3667873	14	6670990	6677349	cccccc
5	3661983	3667873	5	5537597	5545069	cccccc
5	6040084	6045966	18	3867133	3862154	cccccc
16	13977953	13983829	13	1624433	1638248	cccccc
16	13977953	13983829	8	10787287	10796549	cccccc
18	3246500	3252374	11	3008503	3017514	cccccc
18	3246500	3252374	4	3022802	3030353	cccccc
12	8553707	8559577	17	7708142	7702062	cccccc
2	9543134	9549000	18	9030580	9027247	cccccc
9	2035479	2041342	6	3387040	3425236	cccccc
14	7421464	7427324	2	1144425	1137921	cccccc
9	2854989	2860846	6	10267877	10243592	cccccc
13	2567447	2573304	14	6613497	6600703	cccccc
16	14261255	14267109	6	9091534	9087760	cccccc
16	14261255	14267109	8	727085	734077	cccccc
18	274805	280659	4	2263543	2258248	cccccc
1	15914170	15920020	9	4053840	4058759	cccccc
12	5478185	5484035	17	3148899	3152741	cccccc
1	12128636	12134483	2	6077694	6039133	cccccc
9	9506939	9512786	18	10031692	10027143	cccccc
9	9506939	9512786	3	5285464	5278540	cccccc
14	10828069	10833916	12	2959077	2964574	cccccc
13	3088056	3093901	14	7853785	7831546	cccccc
13	3088056	3093901	7	5696038	5701459	cccccc
16	1731154	1736999	8	11728186	11715394	cccccc
14	10523610	10529453	7	1843332	1847414	cccccc
1	14476382	14482221	11	1160519	1159231	cccccc
1	14476382	14482221	9	1323356	1317725	cccccc
5	16106206	16112043	18	5218160	5173557	cccccc
15	11078299	11084135	17	11757339	11766224	cccccc
9	9724826	9730660	3	5641165	5655774	cccccc
9	10832464	10838297	18	2761329	2771892	cccccc
9	10832464	10838297	3	1594273	1587828	cccccc
13	15198683	15204516	12	8897392	8892176	cccccc
2	14341987	14347819	5	3014205	3018323	cccccc
5	5044152	5049984	18	2899090	2903995	cccccc
18	3219593	3225423	4	3075784	3055014	cccccc
11	1571347	1577176	12	6150368	6145161	cccccc
13	7321618	7327447	16	2178770	2174745	cccccc
1	13282188	13288010	1	1125852	1121664	cccccc
18	2124715	2130536	4	5022681	5018072	cccccc
12	4986584	4992404	17	2947724	3002175	cccccc
7	1177720	1183531	3	544775	534347	cccccc
3	14594049	14599858	2	3255459	3250592	cccccc
11	14509602	14515410	19	2708405	2703385	cccccc
1	3047540	3053345	11	9375935	9370058	cccccc
4	4394492	4400297	10	2529535	2523173	cccccc
13	1259286	1265091	14	2459040	2453955	cccccc
13	1259286	1265091	7	2632200	2626616	cccccc
15	11118965	11124769	17	11958395	11966880	cccccc
18	14735282	14741084	11	5819121	5810804	cccccc
11	13675322	13681122	19	1617267	1624065	cccccc
9	10061892	10067689	18	11156996	11160072	cccccc
9	10061892	10067689	3	3192458	3189941	cccccc
11	4020027	4025824	19	3347384	3339944	cccccc
7	9325813	9331609	1	1898827	1891580	cccccc
5	9063312	9069105	3	530279	524877	cccccc
9	3931998	3937789	6	5383538	5376119	cccccc
19	15815214	15821004	6	9233943	9215549	cccccc
14	10950562	10956347	12	2379360	2373641	cccccc
14	3254767	3260550	18	10083729	10096726	cccccc
19	4443430	4449211	8	2036706	2032342	cccccc
1	11820141	11825920	2	7184234	7188364	cccccc
3	3285227	3291005	12	11524149	11528675	cccccc
17	12620436	12626207	1	2301129	2308215	cccccc
3	11535960	11541727	2	6432655	6422104	cccccc
18	482762	488522	4	2054619	2034097	cccccc
11	14693509	14699265	19	3256941	3262554	cccccc
3	11328307	11334059	2	6077694	6039133	cccccc
3	14113177	14118928	2	4451530	4445309	cccccc
13	1480450	1486201	14	3368421	3376823	cccccc
16	6763249	6768999	6	4251511	4259018	cccccc
1	1400372	1406121	6	2343996	2350685	cccccc
15	3889793	3895542	17	2504233	2499560	cccccc
2	11035929	11041674	2	4609678	4616673	cccccc
7	14088326	14094065	12	7130381	7137097	cccccc
15	342635	348373	2	2384890	2372416	cccccc
3	5053587	5059322	9	1916959	1927740	cccccc
2	9873119	9878851	18	10049415	10047631	cccccc
12	10631915	10637647	17	9309806	9313761	cccccc
12	10057158	10062883	17	8609126	8604571	cccccc
15	10517843	10523568	17	10338338	10332288	cccccc
9	9992179	9997903	18	11029366	11025678	cccccc
9	9992179	9997903	3	3293150	3299175	cccccc
11	10999531	11005255	10	7850829	7855657	cccccc
17	12592006	12597726	1	2242232	2246905	cccccc
1	4069830	4075546	5	11135153	11139306	cccccc
19	9386652	9392368	13	1789660	1785126	cccccc
15	9492528	9498242	17	8609126	8604571	cccccc
18	13991622	13997336	11	6454662	6464237	cccccc
18	13991622	13997336	4	6040928	6038250	cccccc
5	1904772	1910485	14	1690983	1688239	cccccc
2	8802357	8808069	18	7423595	7432190	cccccc
5	3176206	3181907	14	4743399	4739890	cccccc
5	3176206	3181907	5	3805666	3808800	cccccc
11	4977425	4983125	10	1419287	1428194	cccccc
3	16801569	16807267	1	903666	929421	cccccc
13	4941459	4947156	8	2036706	2032342	cccccc
9	4095681	4101377	6	5555741	5563891	cccccc
1	7771163	7776856	2	585158	595374	cccccc
16	4620794	4626487	8	4263377	4262459	cccccc
13	3139965	3145657	14	8947244	8967351	cccccc
3	16193345	16199031	2	2194396	2183063	cccccc
4	399521	405202	10	463650	466657	cccccc
12	13052970	13058651	17	183535	181612	cccccc
11	6024097	6029776	10	2557800	2565368	cccccc
18	8182272	8187951	11	1178837	1181489	cccccc
18	8182272	8187951	9	1385899	1390689	cccccc
1	11186203	11191875	2	8123287	8139000	cccccc
14	9850682	9856353	7	3247964	3258448	cccccc
5	6963240	6968907	1	1898827	1891580	cccccc
13	1762601	1768264	14	2598768	2596280	cccccc
13	1762601	1768264	14	3573459	3596345	cccccc
5	1537349	1543011	14	1125570	1120884	cccccc
5	1537349	1543011	5	1121011	1115775	cccccc
14	9132971	9138633	7	4326393	4325736	cccccc
16	14316027	14321687	8	443806	451300	cccccc
2	113129	118787	18	304453	299148	cccccc
16	4663719	4669374	8	4436068	4431753	cccccc
4	16342218	16347871	3	3816356	3812983	cccccc
1	4093098	4098750	5	11049625	11021218	cccccc
2	1186416	1192066	3	1546820	1543989	cccccc
9	11055459	11061107	18	1705800	1699118	cccccc
9	11055459	11061107	3	1934977	1940611	cccccc
15	9814403	9820048	17	8977900	8986870	cccccc
7	2560507	2566151	3	5273645	5269488	cccccc
9	10163683	10169325	3	284427	277473	cccccc
18	13321921	13327562	11	7893567	7904548	cccccc
13	3132038	3137675	14	8893241	8896884	cccccc
13	3132038	3137675	5	7140851	7144046	cccccc
2	7590608	7596238	18	5628202	5624206	cccccc
9	10232806	10238435	3	396600	380765	cccccc
11	13650207	13655830	19	1592041	1586195	cccccc
15	10002164	10007787	17	9309806	9313761	cccccc
17	3168330	3173953	12	7284931	7271730	cccccc
1	60514	66135	6	138528	129505	cccccc
13	4967753	4973371	8	2001530	2010355	cccccc
13	4967753	4973371	8	2001530	2010355	cccccc
9	11336372	11341986	18	1192883	1202960	cccccc
9	11336372	11341986	3	2403446	2408906	cccccc
18	6324792	6330404	4	586886	580677	cccccc
18	6324792	6330404	9	2442601	2451301	cccccc
11	16641220	16646830	2	2788751	2791186	cccccc
15	11971804	11977414	17	588293	582569	cccccc
18	530565	536174	4	1904131	1909484	cccccc
15	12412614	12418222	17	156638	145170	cccccc
13	4760402	4766008	8	2134172	2127248	cccccc
1	15355227	15360830	9	4749129	4740317	cccccc
1	16338889	16344492	9	3774830	3780983	cccccc
2	6452902	6458501	18	3867133	3862154	cccccc
5	3580568	3586167	14	6449254	6457915	cccccc
18	14869355	14874952	11	5295514	5302426	cccccc
5	16897355	16902949	18	4503241	4494914	cccccc
18	13970791	13976382	11	6498302	6489603	cccccc
15	12161227	12166813	17	376176	369835	cccccc
13	3400137	3405717	14	10866444	10854991	cccccc
14	6663406	6668984	2	2924152	2928646	cccccc
3	11685866	11691443	2	7019586	7043308	cccccc
3	8722305	8727881	9	5518679	5525173	cccccc
1	13935000	13940574	11	676341	669554	cccccc
1	13935000	13940574	9	627472	621420	cccccc
11	13076344	13081918	19	1020158	1034084	cccccc
1	3921938	3927505	5	11894671	11921018	cccccc
18	13553516	13559083	11	7604681	7601963	cccccc
11	380315	385877	10	926010	921207	cccccc
11	380315	385877	12	5560467	5566140	cccccc
3	13405970	13411531	2	5231476	5240630	cccccc
15	4377853	4383414	17	3130936	3135651	cccccc
14	8722763	8728320	7	4874278	4871528	cccccc
1	16441636	16447191	9	3742305	3727481	cccccc
5	3792575	3798123	14	7402871	7408436	cccccc
5	3792575	3798123	7	126670	116894	cccccc
13	6675583	6681131	16	975755	979541	cccccc
14	13731237	13736782	12	10083118	10078174	cccccc
2	8198186	8203728	18	6040402	6057791	cccccc
16	12059871	12065410	6	7343532	7347593	cccccc
16	12059871	12065410	8	7395825	7402476	cccccc
2	7075164	7080697	18	4520978	4529604	cccccc
13	658727	664260	14	1125570	1120884	cccccc
13	658727	664260	5	1121011	1115775	cccccc
12	1951589	1957121	2	2384890	2372416	cccccc
14	13124669	13130201	12	9150368	9146372	cccccc
12	4259942	4265473	17	1919645	1929815	cccccc
1	15589912	15595439	9	4243262	4248562	cccccc
13	5360755	5366281	8	1796159	1784703	cccccc
14	3992838	3998362	15	11596956	11583781	cccccc
19	13277219	13282743	12	6791209	6801484	cccccc
18	14758343	14763865	11	5804546	5809453	cccccc
4	14789946	14795463	10	5227247	5234809	cccccc
9	5006795	5012311	6	7012365	7007828	cccccc
9	8495041	8500557	3	6521904	6537687	cccccc
13	3405917	3411433	5	8391515	8397155	cccccc
13	3405917	3411433	7	6632088	6640189	cccccc
1	9143049	9148564	2	4451530	4445309	cccccc
19	4241373	4246886	16	1781369	1785822	cccccc
19	4241373	4246886	8	3361419	3356103	cccccc
3	9224664	9230175	9	1271984	1281448	cccccc
18	4522707	4528218	4	1717151	1721410	cccccc
2	6079145	6084653	18	3291512	3283233	cccccc
11	7907647	7913154	10	5216416	5225915	cccccc
3	9727752	9733257	11	676341	669554	cccccc
3	9727752	9733257	9	627472	621420	cccccc
14	6520272	6525772	2	3130878	3137008	cccccc
18	3323425	3328925	4	2952641	2940160	cccccc
9	2580521	2586020	6	3902537	3912875	cccccc
11	16158422	16163921	19	6486143	6495310	cccccc
15	10335880	10341379	17	9906902	9899584	cccccc
11	5385643	5391141	10	1754577	1757625	cccccc
11	5385643	5391141	12	3470011	3462915	cccccc
13	15070349	15075846	12	6791209	6801484	cccccc
11	7800238	7805734	10	4855930	4864170	cccccc
11	11842123	11847618	19	2062722	2064629	cccccc
5	10449392	10454885	3	5273645	5269488	cccccc
18	2731544	2737037	11	3800090	3803648	cccccc
18	2731544	2737037	4	3645249	3643214	cccccc
9	9939462	9944950	3	3389443	3396328	cccccc
3	8248671	8254158	9	4243262	4248562	cccccc
14	9583715	9589195	14	1191322	1199707	cccccc
14	9583715	9589195	5	1149167	1153335	cccccc
14	9583715	9589195	7	3656780	3651656	cccccc
15	11442048	11447527	17	1293243	1287518	cccccc
19	2138575	2144054	14	10185999	10207425	cccccc
1	95641	101115	6	183321	226770	cccccc
4	1118346	1123819	19	6486143	6495310	cccccc
15	13340589	13346062	1	1529879	1536488	cccccc
19	12173205	12178675	12	3224463	3222150	cccccc
1	13606954	13612423	9	249489	255957	cccccc
2	3585206	3590675	7	1372081	1380835	cccccc
12	14399036	14404505	1	1361591	1369297	cccccc
15	11524446	11529915	17	1116819	1128480	cccccc
1	7206815	7212281	2	1377919	1370431	cccccc
1	8682484	8687950	2	3570051	3585704	cccccc
12	4282433	4287897	17	2017773	2033537	cccccc
3	5331211	5336673	9	2122499	2117049	cccccc
9	1721751	1727211	6	3012711	3016721	cccccc
11	4935144	4940601	10	1391740	1397473	cccccc
11	4935144	4940601	12	4105274	4097838	cccccc
15	13858434	13863890	1	1361591	1369297	cccccc
1	16047974	16053428	9	3896575	3887720	cccccc
9	10655517	10660970	3	1427846	1424547	cccccc
3	3983744	3989193	9	7401836	7402723	cccccc
5	2485548	2490997	14	3063727	3072100	cccccc
5	2485548	2490997	5	4619268	4632977	cccccc
18	13653202	13658648	11	7485438	7480314	cccccc
5	1958092	1963535	14	2027984	2020117	cccccc
13	5562373	5567816	8	1054489	1059197	cccccc
18	8771349	8776790	11	2323525	2327128	cccccc
1	6914666	6920103	2	1913702	1905770	cccccc
13	2952826	2958260	14	7617918	7629126	cccccc
13	2952826	2958260	5	6592179	6599439	cccccc
13	2952826	2958260	7	344566	357668	cccccc
5	1554177	1559607	14	1147598	1138884	cccccc
12	13982542	13987971	1	1529879	1536488	cccccc
1	10138560	10143987	16	10885186	10885019	cccccc
11	6291409	6296830	10	2776099	2782882	cccccc
11	6291409	6296830	19	1349339	1346882	cccccc
2	15502781	15508201	7	4152587	4157156	cccccc
7	2660850	2666270	18	9901513	9904896	cccccc
1	11045204	11050623	16	1825309	1829367	cccccc
1	11045204	11050623	2	8532317	8528257	cccccc
15	8849449	8854868	17	6305616	6290493	cccccc
18	1855308	1860727	11	6371983	6366289	cccccc
18	1855308	1860727	4	6067869	6071553	cccccc
18	10942388	10947804	11	3049802	3054773	cccccc
18	10942388	10947804	4	3104570	3109035	cccccc
3	10141011	10146425	9	249489	255957	cccccc
19	15845015	15850429	6	9384135	9374361	cccccc
5	11860620	11866033	3	3603237	3594469	cccccc
1	16496692	16502104	9	3683182	3686303	cccccc
9	2834939	2840351	6	10279751	10272612	cccccc
14	12504879	12510290	12	6379793	6385643	cccccc
7	11289195	11294604	18	3987316	3981031	cccccc
3	12306153	12311561	16	1825309	1829367	cccccc
1	162241	167647	6	378630	385391	cccccc
1	15957980	15963386	11	3169455	3164080	cccccc
1	15957980	15963386	9	3851816	3859885	cccccc
3	11708272	11713678	2	6982111	6987333	cccccc
4	5697360	5702765	16	236188	242426	cccccc
12	12570656	12576061	17	901496	895127	cccccc
9	7354889	7360291	6	7823709	7819421	cccccc
3	11734161	11739560	2	6915234	6925380	cccccc
7	2796133	2801532	3	4854093	4857037	cccccc
19	1505011	1510405	7	5696038	5701459	cccccc
18	11103942	11109332	11	2861356	2866796	cccccc
4	2507489	2512876	12	8897392	8892176	cccccc
3	4781628	4787014	9	2122499	2117049	cccccc
9	8699160	8704545	3	6038010	6059472	cccccc
11	12903441	12908826	19	383468	375495	cccccc
1	11446014	11451393	2	7471876	7480248	cccccc
1	13392898	13398274	1	1078245	1072006	cccccc
3	14330717	14336093	2	3982830	4016121	cccccc
13	6794252	6799625	16	1113630	1117985	cccccc
19	3806984	3812357	6	311988	317450	cccccc
2	6238802	6244174	18	3536802	3541554	cccccc
15	11362693	11368065	17	1414839	1396743	cccccc
15	11147282	11152652	17	11994054	12000695	cccccc
16	10559099	10564469	6	6544820	6549888	cccccc
19	12314173	12319543	12	3448783	3455178	cccccc
18	10856804	10862173	11	3153202	3143611	cccccc
18	10822369	10827737	11	3179203	3174338	cccccc
2	1586081	1591447	18	11862721	11869310	cccccc
2	2429366	2434732	7	6412473	6415980	cccccc
4	1090559	1095925	10	1111585	1118230	cccccc
15	10885386	10890751	1	7199706	7203043	cccccc
15	10885386	10890751	17	11159255	11153908	cccccc
4	16443835	16449195	3	3947671	3979284	cccccc
18	10910182	10915542	11	3088929	3105470	cccccc
7	369968	375323	3	7579267	7564327	cccccc
11	13580644	13585997	19	1480383	1486689	cccccc
17	3147591	3152944	12	7258189	7248543	cccccc
1	4738951	4744301	17	453901	443980	cccccc
1	13540040	13545385	9	216225	206371	cccccc
13	2087554	2092898	5	3690500	3685405	cccccc
14	7475459	7480803	2	1157627	1161761	cccccc
16	1322035	1327378	8	11091328	11098416	cccccc
18	13836399	13841742	11	7020241	7025503	cccccc
2	1997138	2002480	18	11195618	11188638	cccccc
14	12624192	12629534	12	6533865	6544161	cccccc
5	11051005	11056345	18	9551157	9560781	cccccc
12	11564949	11570288	17	10185047	10181157	cccccc
1	11933065	11938402	2	6498099	6488965	cccccc
1	13572080	13577414	11	308695	311798	cccccc
1	13572080	13577414	9	241714	248183	cccccc
9	4164158	4169492	6	5717967	5724786	cccccc
9	5697869	5703202	6	2698538	2688638	cccccc
3	15569461	15574793	2	1105914	1112560	cccccc
19	9675545	9680877	13	93616	83663	cccccc
12	9334630	9339959	17	6387454	6379678	cccccc
11	16177020	16182346	19	6542013	6525037	cccccc
15	4428271	4433595	1	3552245	3548938	cccccc
15	4428271	4433595	17	3215529	3219814	cccccc
13	5377425	5382743	8	1768978	1761431	cccccc
16	8485462	8490780	6	2966966	2949191	cccccc
1	16484306	16489619	9	3699539	3694821	cccccc
2	8024667	8029976	18	6452311	6443344	cccccc
12	6472739	6478046	17	4126875	4142234	cccccc
13	86122	91428	14	266860	262785	cccccc
14	12235694	12241000	12	6100710	6095894	cccccc
17	1099339	1104644	12	4092469	4097348	cccccc
5	9222894	9228198	18	11179147	11175258	cccccc
15	10770007	10775310	17	10796674	10803874	cccccc
7	15030359	15035658	12	4129420	4133378	cccccc
16	361470	366768	19	8133656	8128770	cccccc
1	14821658	14826952	9	5518679	5525173	cccccc
11	5849014	5854308	10	2354364	2363974	cccccc
14	13029954	13035242	12	9306916	9309070	cccccc
7	1838725	1844012	18	10762351	10757270	cccccc
18	2367833	2373118	11	4157972	4177984	cccccc
18	2367833	2373118	4	4590126	4594658	cccccc
18	2367833	2373118	9	5826003	5831159	cccccc
12	12210603	12215887	17	1259365	1252543	cccccc
11	16665658	16670940	2	2767868	2766798	cccccc
15	11729108	11734388	17	807095	803241	cccccc
3	15612771	15618050	2	1157627	1161761	cccccc
3	11624233	11629511	2	7184234	7188364	cccccc
4	3291319	3296595	12	4458590	4466475	cccccc
4	3291319	3296595	19	2820615	2829989	cccccc
2	14702814	14708086	7	4952685	4947442	cccccc
16	1385689	1390960	8	11429521	11427238	cccccc
18	1371171	1376442	4	6724978	6710396	cccccc
11	7317989	7323258	10	3662166	3682329	cccccc
11	3740770	3746038	19	3640098	3649935	cccccc
15	6626066	6631334	17	4521022	4510979	cccccc
18	5765721	5770989	11	1994651	1990562	cccccc
18	5765721	5770989	4	736575	740885	cccccc
2	5691547	5696814	18	2754460	2745503	cccccc
12	10703470	10708737	17	9610278	9603536	cccccc
1	11655111	11660377	2	6816884	6805989	cccccc
14	10318955	10324220	5	3760169	3791165	cccccc
16	1411521	1416786	8	11307999	11312605	cccccc
16	1623367	1628631	8	11586566	11591690	cccccc
2	5493489	5498750	18	2421815	2426307	cccccc
17	5620014	5625274	17	318786	309626	cccccc
14	9904043	9909299	5	1857773	1859574	cccccc
16	2944571	2949826	6	1563246	1568625	cccccc
18	13897360	13902614	11	6653699	6682438	cccccc
14	2396124	2401375	18	8754990	8745230	cccccc
2	2873120	2878368	7	154250	146603	cccccc
2	16228341	16233587	7	3505637	3499849	cccccc
15	4114672	4119918	1	3907393	3891703	cccccc
15	4114672	4119918	17	3008089	3020034	cccccc
2	5726647	5731890	18	2777880	2784606	cccccc
18	10212068	10217311	11	3536280	3538825	cccccc
12	10366779	10372019	17	8873900	8879335	cccccc
4	16981145	16986383	3	4866536	4866772	cccccc
13	1213916	1219153	14	2027984	2020117	cccccc
4	16698303	16703539	18	9401395	9407092	cccccc
4	16698303	16703539	3	4306778	4311189	cccccc
12	14416101	14421336	1	1336806	1340100	cccccc
13	231150	236381	14	408179	412734	cccccc
13	231150	236381	7	4665168	4662343	cccccc
3	14440623	14445852	2	3566452	3558654	cccccc
3	14440623	14445852	2	3566452	3558654	cccccc
2	417304	422532	18	735233	731976	cccccc
7	13867312	13872538	12	7495205	7500136	cccccc
15	8761018	8766243	17	6387454	6379678	cccccc
17	11190545	11195770	17	5700655	5706409	cccccc
14	8815825	8821049	7	4952685	4947442	cccccc
12	12176537	12181760	17	1293243	1287518	cccccc
18	2255275	2260496	4	4813742	4804202	cccccc
18	2255275	2260496	9	6602208	6583679	cccccc
14	1471438	1476657	18	7423595	7432190	cccccc
13	341102	346319	14	574517	579680	cccccc
2	16048600	16053816	14	1191322	1199707	cccccc
2	16048600	16053816	5	1149167	1153335	cccccc
2	16048600	16053816	7	3656780	3651656	cccccc
12	4658341	4663556	17	2475616	2489342	cccccc
1	275014	280227	6	632547	649378	cccccc
3	15956639	15961852	2	1842259	1843381	cccccc
16	11363273	11368483	6	6839969	6836387	cccccc
9	8656863	8662072	3	6155069	6177666	cccccc
9	12751384	12756593	18	821694	826998	cccccc
9	12751384	12756593	3	2805318	2772850	cccccc
5	107921	113125	14	266860	262785	cccccc
16	366774	371978	12	9626996	9624780	cccccc
18	1683973	1689176	11	7391806	7401203	cccccc
18	1683973	1689176	4	5606426	5599736	cccccc
13	1771228	1776430	14	3604043	3615532	cccccc
1	14864713	14869914	9	5458314	5453818	cccccc
11	15641849	15647050	19	5304883	5310154	cccccc
11	199026	204218	10	1111585	1118230	cccccc
5	1100485	1105673	14	928619	935211	cccccc
12	1678079	1683267	2	2003316	1999314	cccccc
11	3814218	3819402	12	6791209	6801484	cccccc
