CompoundID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
C05581	1.47742661	1.57742661	1.67742661	1.77742661	1.87742661	1.97742661
C04930	-1.963525369	-1.863525369	-1.763525369	-1.663525369	-1.563525369	-1.463525369
C05653	-0.428494486	-0.328494486	-0.228494486	-0.128494486	-0.028494486	0.071505514
C06530	0.015555221	0.115555221	0.215555221	0.315555221	0.415555221	0.515555221
C00020	-0.953183243	-0.853183243	-0.753183243	-0.653183243	-0.553183243	-0.453183243
C01034	-1.524030185	-1.424030185	-1.324030185	-1.224030185	-1.124030185	-1.024030185
C02781	-0.555819486	-0.455819486	-0.355819486	-0.255819486	-0.155819486	-0.055819486
C07833	0.386404561	0.486404561	0.586404561	0.686404561	0.786404561	0.886404561
C11030	1.850593705	1.950593705	2.050593705	2.150593705	2.250593705	2.350593705
C00283	0.619095918	0.719095918	0.819095918	0.919095918	1.019095918	1.119095918
C05102	1.583319278	1.683319278	1.783319278	1.883319278	1.983319278	2.083319278
C03467	1.381387014	1.481387014	1.581387014	1.681387014	1.781387014	1.881387014
C06468	-0.178560626	-0.078560626	0.021439374	0.121439374	0.221439374	0.321439374
C08095	1.176420041	1.276420041	1.376420041	1.476420041	1.576420041	1.676420041
C00149	0.795857417	0.895857417	0.995857417	1.095857417	1.195857417	1.295857417
C06154	-1.133538046	-1.033538046	-0.933538046	-0.833538046	-0.733538046	-0.633538046
C00424	-0.542619998	-0.442619998	-0.342619998	-0.242619998	-0.142619998	-0.042619998
C07669	-0.694917719	-0.594917719	-0.494917719	-0.394917719	-0.294917719	-0.194917719
C10202	-1.385562927	-1.285562927	-1.185562927	-1.085562927	-0.985562927	-0.885562927
C00988	0.775112165	0.875112165	0.975112165	1.075112165	1.175112165	1.275112165
C02667	-0.86574958	-0.76574958	-0.66574958	-0.56574958	-0.46574958	-0.36574958
C03953	0.315418802	0.415418802	0.515418802	0.615418802	0.715418802	0.815418802
C00783	-0.596317222	-0.496317222	-0.396317222	-0.296317222	-0.196317222	-0.096317222
C00366	-0.484294445	-0.384294445	-0.284294445	-0.184294445	-0.084294445	0.015705555
C17568	0.919050909	1.019050909	1.119050909	1.219050909	1.319050909	1.419050909
C08160	-1.179552505	-1.079552505	-0.979552505	-0.879552505	-0.779552505	-0.679552505
C06793	-0.024842605	0.075157395	0.175157395	0.275157395	0.375157395	0.475157395
C07825	0.266229472	0.366229472	0.466229472	0.566229472	0.666229472	0.766229472
C14054	-0.618382496	-0.518382496	-0.418382496	-0.318382496	-0.218382496	-0.118382496
C02304	-0.135870709	-0.035870709	0.064129291	0.164129291	0.264129291	0.364129291
C16432	1.886578807	1.986578807	2.086578807	2.186578807	2.286578807	2.386578807
C06157	-0.624562622	-0.524562622	-0.424562622	-0.324562622	-0.224562622	-0.124562622
C07108	-1.56685313	-1.46685313	-1.36685313	-1.26685313	-1.16685313	-1.06685313
C03160	-0.408776355	-0.308776355	-0.208776355	-0.108776355	-0.008776355	0.091223645
C02726	-0.112198506	-0.012198506	0.087801494	0.187801494	0.287801494	0.387801494
C07760	0.600096028	0.700096028	0.800096028	0.900096028	1.000096028	1.100096028
C00832	1.399670177	1.499670177	1.599670177	1.699670177	1.799670177	1.899670177
C05467	1.11065669	1.21065669	1.31065669	1.41065669	1.51065669	1.61065669
C05380	0.106693741	0.206693741	0.306693741	0.406693741	0.506693741	0.606693741
C06121	1.676613035	1.776613035	1.876613035	1.976613035	2.076613035	2.176613035
C05823	1.383752291	1.483752291	1.583752291	1.683752291	1.783752291	1.883752291
C04877	-2.259383019	-2.159383019	-2.059383019	-1.959383019	-1.859383019	-1.759383019
C02107	-0.461153929	-0.361153929	-0.261153929	-0.161153929	-0.061153929	0.038846071
C02517	-0.112090801	-0.012090801	0.087909199	0.187909199	0.287909199	0.387909199
C09103	1.912867901	2.012867901	2.112867901	2.212867901	2.312867901	2.412867901
C13199	1.687677764	1.787677764	1.887677764	1.987677764	2.087677764	2.187677764
C01355	-0.107443364	-0.007443364	0.092556636	0.192556636	0.292556636	0.392556636
C06265	-2.045624299	-1.945624299	-1.845624299	-1.745624299	-1.645624299	-1.545624299
C05487	0.458520183	0.558520183	0.658520183	0.758520183	0.858520183	0.958520183
C14689	-0.82777625	-0.72777625	-0.62777625	-0.52777625	-0.42777625	-0.32777625
C02921	1.070838088	1.170838088	1.270838088	1.370838088	1.470838088	1.570838088
C09544	-1.266220893	-1.166220893	-1.066220893	-0.966220893	-0.866220893	-0.766220893
C00841	-0.878411594	-0.778411594	-0.678411594	-0.578411594	-0.478411594	-0.378411594
C06023	-0.320812354	-0.220812354	-0.120812354	-0.020812354	0.079187646	0.179187646
C06420	-0.975370658	-0.875370658	-0.775370658	-0.675370658	-0.575370658	-0.475370658
C06808	0.495677411	0.595677411	0.695677411	0.795677411	0.895677411	0.995677411
C01172	1.716208831	1.816208831	1.916208831	2.016208831	2.116208831	2.216208831
C12413	1.968939265	2.068939265	2.168939265	2.268939265	2.368939265	2.468939265
C00494	0.681321769	0.781321769	0.881321769	0.981321769	1.081321769	1.181321769
C01306	-1.023590418	-0.923590418	-0.823590418	-0.723590418	-0.623590418	-0.523590418
C06918	0.1345184	0.2345184	0.3345184	0.4345184	0.5345184	0.6345184
C00581	0.170108074	0.270108074	0.370108074	0.470108074	0.570108074	0.670108074
C09820	-0.432536807	-0.332536807	-0.232536807	-0.132536807	-0.032536807	0.067463193
C12626	0.420526744	0.520526744	0.620526744	0.720526744	0.820526744	0.920526744
C08302	0.860293822	0.960293822	1.060293822	1.160293822	1.260293822	1.360293822
C16303	2.739473801	2.839473801	2.939473801	3.039473801	3.139473801	3.239473801
C01100	0.677597681	0.777597681	0.877597681	0.977597681	1.077597681	1.177597681
C18412	-1.053158006	-0.953158006	-0.853158006	-0.753158006	-0.653158006	-0.553158006
C07865	-1.519797967	-1.419797967	-1.319797967	-1.219797967	-1.119797967	-1.019797967
C07192	0.138322943	0.238322943	0.338322943	0.438322943	0.538322943	0.638322943
C03000	1.270431242	1.370431242	1.470431242	1.570431242	1.670431242	1.770431242
C12212	0.986427699	1.086427699	1.186427699	1.286427699	1.386427699	1.486427699
C07668	0.025297732	0.125297732	0.225297732	0.325297732	0.425297732	0.525297732
C12640	1.380856269	1.480856269	1.580856269	1.680856269	1.780856269	1.880856269
C03998	-1.329235214	-1.229235214	-1.129235214	-1.029235214	-0.929235214	-0.829235214
C07928	-0.157731431	-0.057731431	0.042268569	0.142268569	0.242268569	0.342268569
C05177	-1.410082878	-1.310082878	-1.210082878	-1.110082878	-1.010082878	-0.910082878
C03071	-0.953405843	-0.853405843	-0.753405843	-0.653405843	-0.553405843	-0.453405843
C11766	-0.484840036	-0.384840036	-0.284840036	-0.184840036	-0.084840036	0.015159964
C18211	1.759298404	1.859298404	1.959298404	2.059298404	2.159298404	2.259298404
C08513	-0.561035387	-0.461035387	-0.361035387	-0.261035387	-0.161035387	-0.061035387
C17703	-0.960260212	-0.860260212	-0.760260212	-0.660260212	-0.560260212	-0.460260212
C09700	0.416718648	0.516718648	0.616718648	0.716718648	0.816718648	0.916718648
C00510	-0.893197281	-0.793197281	-0.693197281	-0.593197281	-0.493197281	-0.393197281
C05705	-1.540162467	-1.440162467	-1.340162467	-1.240162467	-1.140162467	-1.040162467
C05270	0.751620968	0.851620968	0.951620968	1.051620968	1.151620968	1.251620968
C18248	0.625774631	0.725774631	0.825774631	0.925774631	1.025774631	1.125774631
C17931	-0.710927718	-0.610927718	-0.510927718	-0.410927718	-0.310927718	-0.210927718
C17268	-0.208193685	-0.108193685	-0.008193685	0.091806315	0.191806315	0.291806315
C09167	0.277691517	0.377691517	0.477691517	0.577691517	0.677691517	0.777691517
C00417	-0.657698321	-0.557698321	-0.457698321	-0.357698321	-0.257698321	-0.157698321
C11369	1.505183022	1.605183022	1.705183022	1.805183022	1.905183022	2.005183022
C07054	0.466761403	0.566761403	0.666761403	0.766761403	0.866761403	0.966761403
C08980	0.334618428	0.434618428	0.534618428	0.634618428	0.734618428	0.834618428
C01432	0.009539864	0.109539864	0.209539864	0.309539864	0.409539864	0.509539864
C06028	0.227071652	0.327071652	0.427071652	0.527071652	0.627071652	0.727071652
C15809	-0.020113169	0.079886831	0.179886831	0.279886831	0.379886831	0.479886831
C01205	0.383252255	0.483252255	0.583252255	0.683252255	0.783252255	0.883252255
C01212	-0.437224582	-0.337224582	-0.237224582	-0.137224582	-0.037224582	0.062775418
C01892	1.070230785	1.170230785	1.270230785	1.370230785	1.470230785	1.570230785
C01484	1.6699017	1.7699017	1.8699017	1.9699017	2.0699017	2.1699017
C14184	-1.320925238	-1.220925238	-1.120925238	-1.020925238	-0.920925238	-0.820925238
C09390	0.159293711	0.259293711	0.359293711	0.459293711	0.559293711	0.659293711
C05593	0.413299468	0.513299468	0.613299468	0.713299468	0.813299468	0.913299468
C03284	-0.071628945	0.028371055	0.128371055	0.228371055	0.328371055	0.428371055
C00346	1.651241697	1.751241697	1.851241697	1.951241697	2.051241697	2.151241697
C02872	0.010531822	0.110531822	0.210531822	0.310531822	0.410531822	0.510531822
C06969	-0.40984103	-0.30984103	-0.20984103	-0.10984103	-0.00984103	0.09015897
C04536	0.086719654	0.186719654	0.286719654	0.386719654	0.486719654	0.586719654
C05794	-0.615243261	-0.515243261	-0.415243261	-0.315243261	-0.215243261	-0.115243261
C01086	-0.223951827	-0.123951827	-0.023951827	0.076048173	0.176048173	0.276048173
C08159	0.698203377	0.798203377	0.898203377	0.998203377	1.098203377	1.198203377
C07819	-0.491097019	-0.391097019	-0.291097019	-0.191097019	-0.091097019	0.008902981
C11902	1.032606532	1.132606532	1.232606532	1.332606532	1.432606532	1.532606532
C02630	0.981136251	1.081136251	1.181136251	1.281136251	1.381136251	1.481136251
C19132	-1.148210213	-1.048210213	-0.948210213	-0.848210213	-0.748210213	-0.648210213
C00800	1.345624387	1.445624387	1.545624387	1.645624387	1.745624387	1.845624387
C06508	1.343093134	1.443093134	1.543093134	1.643093134	1.743093134	1.843093134
C03872	0.153273622	0.253273622	0.353273622	0.453273622	0.553273622	0.653273622
C11437	1.088878636	1.188878636	1.288878636	1.388878636	1.488878636	1.588878636
C03248	-1.595329176	-1.495329176	-1.395329176	-1.295329176	-1.195329176	-1.095329176
C06930	0.61197893	0.71197893	0.81197893	0.91197893	1.01197893	1.11197893
C10580	-0.598071461	-0.498071461	-0.398071461	-0.298071461	-0.198071461	-0.098071461
C09891	-0.084581894	0.015418106	0.115418106	0.215418106	0.315418106	0.415418106
C01341	-0.251220007	-0.151220007	-0.051220007	0.048779993	0.148779993	0.248779993
C05904	0.113236348	0.213236348	0.313236348	0.413236348	0.513236348	0.613236348
C03848	1.179783388	1.279783388	1.379783388	1.479783388	1.579783388	1.679783388
C00865	-0.518495327	-0.418495327	-0.318495327	-0.218495327	-0.118495327	-0.018495327
C06352	-0.28164399	-0.18164399	-0.08164399	0.01835601	0.11835601	0.21835601
C09637	0.005685842	0.105685842	0.205685842	0.305685842	0.405685842	0.505685842
C16569	0.916716758	1.016716758	1.116716758	1.216716758	1.316716758	1.416716758
C10629	-1.071790866	-0.971790866	-0.871790866	-0.771790866	-0.671790866	-0.571790866
C07049	0.344841648	0.444841648	0.544841648	0.644841648	0.744841648	0.844841648
C06427	1.047867002	1.147867002	1.247867002	1.347867002	1.447867002	1.547867002
C07251	0.954907544	1.054907544	1.154907544	1.254907544	1.354907544	1.454907544
C08459	1.058061725	1.158061725	1.258061725	1.358061725	1.458061725	1.558061725
C02034	-2.164194242	-2.064194242	-1.964194242	-1.864194242	-1.764194242	-1.664194242
C03817	0.418800418	0.518800418	0.618800418	0.718800418	0.818800418	0.918800418
C01570	-0.466641236	-0.366641236	-0.266641236	-0.166641236	-0.066641236	0.033358764
C11380	0.166353737	0.266353737	0.366353737	0.466353737	0.566353737	0.666353737
C08439	0.941538959	1.041538959	1.141538959	1.241538959	1.341538959	1.441538959
C11383	-0.866170352	-0.766170352	-0.666170352	-0.566170352	-0.466170352	-0.366170352
C04882	-1.590810695	-1.490810695	-1.390810695	-1.290810695	-1.190810695	-1.090810695
C02010	0.513824188	0.613824188	0.713824188	0.813824188	0.913824188	1.013824188
C13281	-1.137795092	-1.037795092	-0.937795092	-0.837795092	-0.737795092	-0.637795092
C00869	0.241434523	0.341434523	0.441434523	0.541434523	0.641434523	0.741434523
C04193	-0.546781494	-0.446781494	-0.346781494	-0.246781494	-0.146781494	-0.046781494
C01050	0.255236643	0.355236643	0.455236643	0.555236643	0.655236643	0.755236643
C02137	-0.421015786	-0.321015786	-0.221015786	-0.121015786	-0.021015786	0.078984214
C03366	1.44005902	1.54005902	1.64005902	1.74005902	1.84005902	1.94005902
C07267	0.834415553	0.934415553	1.034415553	1.134415553	1.234415553	1.334415553
C10783	0.03637787	0.13637787	0.23637787	0.33637787	0.43637787	0.53637787
C01950	0.94019961	1.04019961	1.14019961	1.24019961	1.34019961	1.44019961
C06027	0.040508379	0.140508379	0.240508379	0.340508379	0.440508379	0.540508379
C14039	0.8132159	0.9132159	1.0132159	1.1132159	1.2132159	1.3132159
C05378	-0.882737325	-0.782737325	-0.682737325	-0.582737325	-0.482737325	-0.382737325
C02497	0.200972396	0.300972396	0.400972396	0.500972396	0.600972396	0.700972396
C06917	1.640090077	1.740090077	1.840090077	1.940090077	2.040090077	2.140090077
C01863	-1.537077994	-1.437077994	-1.337077994	-1.237077994	-1.137077994	-1.037077994
C14717	-1.524194809	-1.424194809	-1.324194809	-1.224194809	-1.124194809	-1.024194809
C14673	2.078148759	2.178148759	2.278148759	2.378148759	2.478148759	2.578148759
C07612	0.5965547	0.6965547	0.7965547	0.8965547	0.9965547	1.0965547
C08250	-0.101184792	-0.001184792	0.098815208	0.198815208	0.298815208	0.398815208
C03124	0.695932399	0.795932399	0.895932399	0.995932399	1.095932399	1.195932399
C03796	-1.107140943	-1.007140943	-0.907140943	-0.807140943	-0.707140943	-0.607140943
C09419	-0.359072238	-0.259072238	-0.159072238	-0.059072238	0.040927762	0.140927762
C02914	0.347836643	0.447836643	0.547836643	0.647836643	0.747836643	0.847836643
C18129	0.296021892	0.396021892	0.496021892	0.596021892	0.696021892	0.796021892
C08578	-0.808212994	-0.708212994	-0.608212994	-0.508212994	-0.408212994	-0.308212994
C08235	-1.360734488	-1.260734488	-1.160734488	-1.060734488	-0.960734488	-0.860734488
C00442	0.425840072	0.525840072	0.625840072	0.725840072	0.825840072	0.925840072
C06089	1.013246537	1.113246537	1.213246537	1.313246537	1.413246537	1.513246537
C02896	1.33243883	1.43243883	1.53243883	1.63243883	1.73243883	1.83243883
C06091	0.330605588	0.430605588	0.530605588	0.630605588	0.730605588	0.830605588
C05271	0.159625823	0.259625823	0.359625823	0.459625823	0.559625823	0.659625823
C04642	0.36866104	0.46866104	0.56866104	0.66866104	0.76866104	0.86866104
C00250	1.615904097	1.715904097	1.815904097	1.915904097	2.015904097	2.115904097
C02658	-0.166899885	-0.066899885	0.033100115	0.133100115	0.233100115	0.333100115
C16795	0.857655039	0.957655039	1.057655039	1.157655039	1.257655039	1.357655039
C07490	1.025924748	1.125924748	1.225924748	1.325924748	1.425924748	1.525924748
C00786	-1.394170792	-1.294170792	-1.194170792	-1.094170792	-0.994170792	-0.894170792
C00206	1.880967124	1.980967124	2.080967124	2.180967124	2.280967124	2.380967124
C16154	-1.187305882	-1.087305882	-0.987305882	-0.887305882	-0.787305882	-0.687305882
C04939	0.034850925	0.134850925	0.234850925	0.334850925	0.434850925	0.534850925
C13038	0.795822947	0.895822947	0.995822947	1.095822947	1.195822947	1.295822947
C02549	-0.711768834	-0.611768834	-0.511768834	-0.411768834	-0.311768834	-0.211768834
C05109	-1.719289545	-1.619289545	-1.519289545	-1.419289545	-1.319289545	-1.219289545
C07250	0.481666573	0.581666573	0.681666573	0.781666573	0.881666573	0.981666573
C07339	0.621140667	0.721140667	0.821140667	0.921140667	1.021140667	1.121140667
C03146	0.821121367	0.921121367	1.021121367	1.121121367	1.221121367	1.321121367
C14337	0.267893908	0.367893908	0.467893908	0.567893908	0.667893908	0.767893908
C00314	0.334005183	0.434005183	0.534005183	0.634005183	0.734005183	0.834005183
C00810	0.355220096	0.455220096	0.555220096	0.655220096	0.755220096	0.855220096
C13681	0.851882298	0.951882298	1.051882298	1.151882298	1.251882298	1.351882298
C00233	-0.575800562	-0.475800562	-0.375800562	-0.275800562	-0.175800562	-0.075800562
C11025	-0.109460492	-0.009460492	0.090539508	0.190539508	0.290539508	0.390539508
C12293	0.607941305	0.707941305	0.807941305	0.907941305	1.007941305	1.107941305
C06915	1.463180549	1.563180549	1.663180549	1.763180549	1.863180549	1.963180549
C04867	-0.127355806	-0.027355806	0.072644194	0.172644194	0.272644194	0.372644194
C09086	1.335970734	1.435970734	1.535970734	1.635970734	1.735970734	1.835970734
C11415	0.093725719	0.193725719	0.293725719	0.393725719	0.493725719	0.593725719
C01280	-0.690298382	-0.590298382	-0.490298382	-0.390298382	-0.290298382	-0.190298382
C01766	-0.682900111	-0.582900111	-0.482900111	-0.382900111	-0.282900111	-0.182900111
C06933	-2.01922967	-1.91922967	-1.81922967	-1.71922967	-1.61922967	-1.51922967
C11242	0.560878966	0.660878966	0.760878966	0.860878966	0.960878966	1.060878966
C07156	1.116381268	1.216381268	1.316381268	1.416381268	1.516381268	1.616381268
C14674	-0.225063192	-0.125063192	-0.025063192	0.074936808	0.174936808	0.274936808
C06658	-1.82219812	-1.72219812	-1.62219812	-1.52219812	-1.42219812	-1.32219812
C05519	-0.553680878	-0.453680878	-0.353680878	-0.253680878	-0.153680878	-0.053680878
C04521	-0.301160593	-0.201160593	-0.101160593	-0.001160593	0.098839407	0.198839407
C18605	-0.194828991	-0.094828991	0.005171009	0.105171009	0.205171009	0.305171009
C09097	-1.106032697	-1.006032697	-0.906032697	-0.806032697	-0.706032697	-0.606032697
C10314	2.277526431	2.377526431	2.477526431	2.577526431	2.677526431	2.777526431
C11867	-0.575818755	-0.475818755	-0.375818755	-0.275818755	-0.175818755	-0.075818755
C06644	0.446905444	0.546905444	0.646905444	0.746905444	0.846905444	0.946905444
C00831	-1.236308156	-1.136308156	-1.036308156	-0.936308156	-0.836308156	-0.736308156
C00921	1.652697637	1.752697637	1.852697637	1.952697637	2.052697637	2.152697637
C05336	-1.273763823	-1.173763823	-1.073763823	-0.973763823	-0.873763823	-0.773763823
C07275	-0.147305238	-0.047305238	0.052694762	0.152694762	0.252694762	0.352694762
C09854	-0.484734353	-0.384734353	-0.284734353	-0.184734353	-0.084734353	0.015265647
C07040	0.273892121	0.373892121	0.473892121	0.573892121	0.673892121	0.773892121
C09868	-1.350167344	-1.250167344	-1.150167344	-1.050167344	-0.950167344	-0.850167344
C08320	0.795813873	0.895813873	0.995813873	1.095813873	1.195813873	1.295813873
C05994	-0.341672912	-0.241672912	-0.141672912	-0.041672912	0.058327088	0.158327088
C12248	-2.230817427	-2.130817427	-2.030817427	-1.930817427	-1.830817427	-1.730817427
C06802	-1.242442141	-1.142442141	-1.042442141	-0.942442141	-0.842442141	-0.742442141
C03052	0.643426336	0.743426336	0.843426336	0.943426336	1.043426336	1.143426336
C02888	-1.708396956	-1.608396956	-1.508396956	-1.408396956	-1.308396956	-1.208396956
C09893	0.286023879	0.386023879	0.486023879	0.586023879	0.686023879	0.786023879
C05433	0.666703745	0.766703745	0.866703745	0.966703745	1.066703745	1.166703745
C02081	-0.648477705	-0.548477705	-0.448477705	-0.348477705	-0.248477705	-0.148477705
C02825	-0.236337172	-0.136337172	-0.036337172	0.063662828	0.163662828	0.263662828
C06690	-0.312902213	-0.212902213	-0.112902213	-0.012902213	0.087097787	0.187097787
C00090	-0.829098978	-0.729098978	-0.629098978	-0.529098978	-0.429098978	-0.329098978
C09624	-0.385913315	-0.285913315	-0.185913315	-0.085913315	0.014086685	0.114086685
C01113	0.669531646	0.769531646	0.869531646	0.969531646	1.069531646	1.169531646
C11126	1.060591373	1.160591373	1.260591373	1.360591373	1.460591373	1.560591373
C08293	-0.920148138	-0.820148138	-0.720148138	-0.620148138	-0.520148138	-0.420148138
C00754	1.643619633	1.743619633	1.843619633	1.943619633	2.043619633	2.143619633
C10119	-0.608711194	-0.508711194	-0.408711194	-0.308711194	-0.208711194	-0.108711194
C07212	0.068653831	0.168653831	0.268653831	0.368653831	0.468653831	0.568653831
C06411	-0.169184187	-0.069184187	0.030815813	0.130815813	0.230815813	0.330815813
C02043	0.323812883	0.423812883	0.523812883	0.623812883	0.723812883	0.823812883
C05684	-0.725156551	-0.625156551	-0.525156551	-0.425156551	-0.325156551	-0.225156551
C01937	0.256252368	0.356252368	0.456252368	0.556252368	0.656252368	0.756252368
C07608	-1.725161402	-1.625161402	-1.525161402	-1.425161402	-1.325161402	-1.225161402
C01289	1.26001673	1.36001673	1.46001673	1.56001673	1.66001673	1.76001673
C04917	-1.340011112	-1.240011112	-1.140011112	-1.040011112	-0.940011112	-0.840011112
C03661	-0.839995778	-0.739995778	-0.639995778	-0.539995778	-0.439995778	-0.339995778
C04534	-0.405659699	-0.305659699	-0.205659699	-0.105659699	-0.005659699	0.094340301
C07178	2.306589246	2.406589246	2.506589246	2.606589246	2.706589246	2.806589246
C06946	-0.372592672	-0.272592672	-0.172592672	-0.072592672	0.027407328	0.127407328
C06406	1.371913135	1.471913135	1.571913135	1.671913135	1.771913135	1.871913135
C03895	-1.481383352	-1.381383352	-1.281383352	-1.181383352	-1.081383352	-0.981383352
C16258	-0.597563861	-0.497563861	-0.397563861	-0.297563861	-0.197563861	-0.097563861
C05278	0.798193791	0.898193791	0.998193791	1.098193791	1.198193791	1.298193791
C15767	1.368819797	1.468819797	1.568819797	1.668819797	1.768819797	1.868819797
C08392	0.635135378	0.735135378	0.835135378	0.935135378	1.035135378	1.135135378
C11849	-0.224054533	-0.124054533	-0.024054533	0.075945467	0.175945467	0.275945467
C00738	-0.532949583	-0.432949583	-0.332949583	-0.232949583	-0.132949583	-0.032949583
C02057	-2.447997264	-2.347997264	-2.247997264	-2.147997264	-2.047997264	-1.947997264
C10163	-0.076423378	0.023576622	0.123576622	0.223576622	0.323576622	0.423576622
C15558	0.109242424	0.209242424	0.309242424	0.409242424	0.509242424	0.609242424
C02539	0.34761995	0.44761995	0.54761995	0.64761995	0.74761995	0.84761995
C01121	2.279801601	2.379801601	2.479801601	2.579801601	2.679801601	2.779801601
C06729	-0.678603101	-0.578603101	-0.478603101	-0.378603101	-0.278603101	-0.178603101
C00604	-0.507383734	-0.407383734	-0.307383734	-0.207383734	-0.107383734	-0.007383734
C14317	-0.377829589	-0.277829589	-0.177829589	-0.077829589	0.022170411	0.122170411
C07590	0.979092371	1.079092371	1.179092371	1.279092371	1.379092371	1.479092371
C15569	-1.648777587	-1.548777587	-1.448777587	-1.348777587	-1.248777587	-1.148777587
C02762	0.844087321	0.944087321	1.044087321	1.144087321	1.244087321	1.344087321
C03667	-0.07215408	0.02784592	0.12784592	0.22784592	0.32784592	0.42784592
C10695	1.048942548	1.148942548	1.248942548	1.348942548	1.448942548	1.548942548
C05512	0.270835361	0.370835361	0.470835361	0.570835361	0.670835361	0.770835361
C03979	-0.958580914	-0.858580914	-0.758580914	-0.658580914	-0.558580914	-0.458580914
C01557	2.719066137	2.819066137	2.919066137	3.019066137	3.119066137	3.219066137
C07502	-0.197892311	-0.097892311	0.002107689	0.102107689	0.202107689	0.302107689
C00809	-0.525156968	-0.425156968	-0.325156968	-0.225156968	-0.125156968	-0.025156968
C07778	1.245566769	1.345566769	1.445566769	1.545566769	1.645566769	1.745566769
C06131	0.759950882	0.859950882	0.959950882	1.059950882	1.159950882	1.259950882
C05422	2.353066192	2.453066192	2.553066192	2.653066192	2.753066192	2.853066192
C06341	0.002409715	0.102409715	0.202409715	0.302409715	0.402409715	0.502409715
C06548	0.211620213	0.311620213	0.411620213	0.511620213	0.611620213	0.711620213
C09162	-1.279291239	-1.179291239	-1.079291239	-0.979291239	-0.879291239	-0.779291239
C11450	0.054919636	0.154919636	0.254919636	0.354919636	0.454919636	0.554919636
C06367	-0.13615418	-0.03615418	0.06384582	0.16384582	0.26384582	0.36384582
C05261	-0.603778242	-0.503778242	-0.403778242	-0.303778242	-0.203778242	-0.103778242
C00179	-1.329325411	-1.229325411	-1.129325411	-1.029325411	-0.929325411	-0.829325411
C06419	-0.924957229	-0.824957229	-0.724957229	-0.624957229	-0.524957229	-0.424957229
C06464	0.573234098	0.673234098	0.773234098	0.873234098	0.973234098	1.073234098
C07120	-0.058394858	0.041605142	0.141605142	0.241605142	0.341605142	0.441605142
C07581	-0.492662124	-0.392662124	-0.292662124	-0.192662124	-0.092662124	0.007337876
C13433	-0.210195722	-0.110195722	-0.010195722	0.089804278	0.189804278	0.289804278
C00506	1.143165589	1.243165589	1.343165589	1.443165589	1.543165589	1.643165589
C00514	-0.803068969	-0.703068969	-0.603068969	-0.503068969	-0.403068969	-0.303068969
C11721	-0.63284268	-0.53284268	-0.43284268	-0.33284268	-0.23284268	-0.13284268
C03419	1.625850662	1.725850662	1.825850662	1.925850662	2.025850662	2.125850662
C03281	-0.181821462	-0.081821462	0.018178538	0.118178538	0.218178538	0.318178538
C00120	-0.962541847	-0.862541847	-0.762541847	-0.662541847	-0.562541847	-0.462541847
C06196	-1.282926336	-1.182926336	-1.082926336	-0.982926336	-0.882926336	-0.782926336
C03640	0.18886055	0.28886055	0.38886055	0.48886055	0.58886055	0.68886055
C03672	-1.190030138	-1.090030138	-0.990030138	-0.890030138	-0.790030138	-0.690030138
C11307	-1.644474746	-1.544474746	-1.444474746	-1.344474746	-1.244474746	-1.144474746
C09332	0.050302332	0.150302332	0.250302332	0.350302332	0.450302332	0.550302332
C03837	0.304934609	0.404934609	0.504934609	0.604934609	0.704934609	0.804934609
C06176	0.055564378	0.155564378	0.255564378	0.355564378	0.455564378	0.555564378
C12987	-1.193346447	-1.093346447	-0.993346447	-0.893346447	-0.793346447	-0.693346447
C09239	0.633678895	0.733678895	0.833678895	0.933678895	1.033678895	1.133678895
C01324	-0.424454839	-0.324454839	-0.224454839	-0.124454839	-0.024454839	0.075545161
C07271	0.987977025	1.087977025	1.187977025	1.287977025	1.387977025	1.487977025
C14818	0.764383636	0.864383636	0.964383636	1.064383636	1.164383636	1.264383636
C04944	-0.089337211	0.010662789	0.110662789	0.210662789	0.310662789	0.410662789
C11166	-1.103881938	-1.003881938	-0.903881938	-0.803881938	-0.703881938	-0.603881938
C00739	-0.14137008	-0.04137008	0.05862992	0.15862992	0.25862992	0.35862992
C08322	-0.655841138	-0.555841138	-0.455841138	-0.355841138	-0.255841138	-0.155841138
C14779	1.603822851	1.703822851	1.803822851	1.903822851	2.003822851	2.103822851
C05950	0.224218886	0.324218886	0.424218886	0.524218886	0.624218886	0.724218886
C00686	-0.120442086	-0.020442086	0.079557914	0.179557914	0.279557914	0.379557914
C02792	0.471432533	0.571432533	0.671432533	0.771432533	0.871432533	0.971432533
C02411	0.010903186	0.110903186	0.210903186	0.310903186	0.410903186	0.510903186
C00854	-1.606482752	-1.506482752	-1.406482752	-1.306482752	-1.206482752	-1.106482752
C02376	-0.236194569	-0.136194569	-0.036194569	0.063805431	0.163805431	0.263805431
C04840	-2.183585246	-2.083585246	-1.983585246	-1.883585246	-1.783585246	-1.683585246
C02895	-0.682167941	-0.582167941	-0.482167941	-0.382167941	-0.282167941	-0.182167941
C02774	-0.963576555	-0.863576555	-0.763576555	-0.663576555	-0.563576555	-0.463576555
C05058	0.755040186	0.855040186	0.955040186	1.055040186	1.155040186	1.255040186
C02678	1.897272671	1.997272671	2.097272671	2.197272671	2.297272671	2.397272671
C03023	0.377239422	0.477239422	0.577239422	0.677239422	0.777239422	0.877239422
C00008	0.736896552	0.836896552	0.936896552	1.036896552	1.136896552	1.236896552
