	name	baseMean	log2FoldChange	padj
ENSG00000182704	TSKU	0.638040247	3.246382929	0.069958076
ENSG00000182718	ANXA2	5716.919118	3.733153757	4.42E-44
ENSG00000182722	SEPHS1P1	1.555144989	-2.752630303	0.117627142
ENSG00000182732	RGS6	32.43250975	4.532556628	4.09E-08
ENSG00000182742	HOXB4	86.03326016	3.073902721	3.95E-11
ENSG00000182747	SLC35D3	0.168088087	-1.656728936	NA
ENSG00000182749	PAQR7	58.83329997	-1.133931591	0.002440816
ENSG00000182752	PAPPA	7.969443552	-3.104329875	0.001862041
ENSG00000182759	MAFA	2.093206387	-4.770257235	0.001862276
ENSG00000182768	NGRN	283.1044231	-1.987357674	3.84E-13
ENSG00000182771	GRID1	0.333445631	0.805411549	NA
ENSG00000182774	RPS17L	16688.48618	-1.172998812	0.064809623
ENSG00000182782	HCAR2	1.355186152	-0.272099604	0.894123038
ENSG00000182783	OR2T29	0.528225143	-1.611571648	0.392279911
ENSG00000182791	CCDC87	3.008288973	1.205428455	0.373850173
ENSG00000182795	C1orf116	15.68501353	-4.12689981	5.23E-11
ENSG00000182796	TMEM198B	235.2070889	-0.796168968	0.105638798
ENSG00000182798	MAGEB17	0.625659275	-1.254232814	0.529263338
ENSG00000182809	CRIP2	100.0224776	-7.317391125	4.59E-28
ENSG00000182810	DDX28	437.7064654	-0.299215833	0.418044481
ENSG00000182814	FUNDC2P2	0.141705905	0.574178825	NA
ENSG00000182824		0.533679149	-0.889636627	0.65972266
ENSG00000182827	ACBD3	2851.130871	0.126555114	0.782516963
ENSG00000182831	C16orf72	2677.96366	-0.85400381	0.023581175
ENSG00000182836	PLCXD3	0.048275334	0.720779922	NA
ENSG00000182841	RRP7B	344.9245678	-0.339266068	0.264517612
ENSG00000182853	VMO1	0.908742618	1.207658391	0.539308
ENSG00000182858	ALG12	338.3765993	0.147714491	0.688348675
ENSG00000182866	LCK	164.2129226	1.000412539	0.060668011
ENSG00000182870	GALNT9	4.609496165	-2.989233861	0.01382196
ENSG00000182871	COL18A1	615.8343058	-2.082458415	0.000496278
ENSG00000182872	RBM10	1874.423083	0.411419993	0.211486358
ENSG00000182873		53.49510396	-2.290729486	3.28E-05
ENSG00000182885	GPR97	1.591737614	-2.074778812	0.148837185
ENSG00000182888		0.423782857	-0.218279174	NA
ENSG00000182890	GLUD2	123.2960337	0.59514816	0.154351837
ENSG00000182899	RPL35A	25024.44326	-1.620538208	0.005213381
ENSG00000182901	RGS7	14.63290818	-7.382449819	8.68E-11
ENSG00000182902	SLC25A18	6.718569277	1.014910164	0.30098953
ENSG00000182903	ZNF721	973.665805	-1.613601099	7.35E-09
ENSG00000182909	LENG9	46.68372431	2.392063368	7.94E-06
ENSG00000182912	C21orf90	0.50217118	-1.11821869	0.573254158
ENSG00000182916	TCEAL7	0.212366013	-1.14668124	NA
ENSG00000182919	C11orf54	759.6350501	1.127433669	0.003312615
ENSG00000182921	CCDC75P1	0.045428851	0.697072531	NA
ENSG00000182923	CEP63	670.0159529	0.866976721	0.016823963
ENSG00000182931	WFDC10B	0.045428851	0.697072531	NA
ENSG00000182934	SRPR	15404.65656	0.591213829	0.239135109
ENSG00000182938	OTOP3	0.389821694	-0.844574942	NA
ENSG00000182944	EWSR1	10963.70484	-0.323827042	0.192283505
ENSG00000182950	ODF3L1	1.440936037	-1.959577047	0.247751777
ENSG00000182952	HMGN4	2504.284581	0.45450468	0.115011553
ENSG00000182957	SPATA13	168.0334726	-1.074975255	0.006006794
ENSG00000182963	GJC1	7.146816205	2.28272653	0.011723717
ENSG00000182965	NPM1P14	0.049753933	0.732611329	NA
ENSG00000182973	CNOT10	761.3064936	1.485930137	1.04E-08
ENSG00000182979	MTA1	917.1477561	-0.027193296	0.948177489
ENSG00000182983	ZNF662	0.351336043	-0.329938032	NA
ENSG00000182985	CADM1	1003.444027	4.160652911	5.81E-13
ENSG00000182986	ZNF320	317.7068271	0.2470068	0.640525722
ENSG00000182993	C12orf60	78.1524126	0.567123868	0.277783175
ENSG00000183010	PYCR1	864.8964551	7.636954436	1.05E-57
ENSG00000183011	LSMD1	886.2299827	2.039408205	4.34E-06
ENSG00000183016	IQCA1P1	3.37157778	-4.473870795	0.000640419
ENSG00000183018	SPNS2	13.61822394	0.633101346	0.46934917
ENSG00000183019	C19orf59	2.28984783	-4.178544658	0.003741769
ENSG00000183020	AP2A2	1123.218414	0.381828325	0.250494757
ENSG00000183022	TPM3P8	21.87931744	2.896749959	4.10E-05
ENSG00000183023	SLC8A1	1.782067995	1.86084204	0.243382907
ENSG00000183032	SLC25A21	0.189493466	0	NA
ENSG00000183038	GGTLC3	1.499451517	2.699463032	0.115734986
ENSG00000183044	ABAT	100.8537694	-0.268552725	0.607266986
ENSG00000183048	SLC25A10	39.17087552	3.06790813	3.62E-08
ENSG00000183049	CAMK1D	1775.725486	-2.356846995	1.75E-11
ENSG00000183054	RGPD6	4888.699205	-3.82591442	2.14E-37
ENSG00000183055	FAM133CP	2.966067386	-1.719724301	0.195242178
ENSG00000183060	LYSMD4	184.262282	0.733988387	0.101422456
ENSG00000183066	WBP2NL	23.00695605	0.39631554	0.489462268
ENSG00000183072	NKX2-5	0.136286554	1.366296475	NA
ENSG00000183077	AFMID	281.4404292	3.607855338	5.43E-31
ENSG00000183086	GATSL1	37.44198121	-0.738995263	0.239559647
ENSG00000183087	GAS6	2512.075097	3.58267555	2.96E-42
ENSG00000183090	FREM3	0.995145057	-2.153174054	0.20459981
ENSG00000183091	NEB	273.6714052	-2.679082501	7.61E-06
ENSG00000183092	BEGAIN	8.275354554	-4.911893085	7.31E-07
ENSG00000183098	GPC6	0.156436025	0	NA
ENSG00000183111	ARHGEF37	25.48904761	2.390637844	0.000265539
ENSG00000183117	CSMD1	2.253978166	-2.246273469	0.132925548
ENSG00000183122	OR2A3P	0.09166694	0	NA
ENSG00000183128	CALHM3	0.791253531	2.027034661	0.266934796
ENSG00000183130	OR2T11	0.120699073	-1.388521157	NA
ENSG00000183134	PTGDR2	3.987999205	-0.538448464	0.669002611
ENSG00000183137	CEP57L1	384.9004852	4.320574361	6.12E-35
ENSG00000183145	RIPPLY3	0.084044043	-1.256874438	NA
ENSG00000183146	CYorf17	0.583345568	-2.553357039	0.16741149
ENSG00000183148	ANKRD20A2	10.25291936	2.085085457	0.071539414
ENSG00000183150	GPR19	108.1867938	4.47416996	9.75E-20
ENSG00000183154		3.552101374	0.186091802	0.884314662
ENSG00000183155	RABIF	413.027146	1.462202449	7.51E-08
ENSG00000183160	TMEM119	2.509493327	-0.732850421	0.589333269
ENSG00000183161	FANCF	311.911316	1.025399179	3.56E-06
ENSG00000183166	CALN1	0.55261255	-2.791528675	0.127444816
ENSG00000183169	POM121L1P	0.603495365	-2.390521949	NA
ENSG00000183171		1.471276713	0.245050868	0.874646453
ENSG00000183172	SMDT1	2230.861172	-1.283037709	0.051037977
ENSG00000183186	C2CD4C	0.048275334	0.720779922	NA
ENSG00000183196	CHST6	2.578265858	0.55247177	0.725957763
ENSG00000183199	HSP90AB3P	140.3156071	1.229796028	0.010053719
ENSG00000183207	RUVBL2	1500.829983	4.327935995	1.32E-44
ENSG00000183208	GDPGP1	49.55576013	-0.018829232	0.978835528
ENSG00000183230	CTNNA3	0.46803156	-2.264497353	0.22622319
ENSG00000183239		0.369019392	-0.968260056	NA
ENSG00000183246	RIMBP3C	59.24670503	5.609586718	1.99E-08
ENSG00000183248		1.127933156	-3.710963379	0.022783497
ENSG00000183250	C21orf67	52.71569036	2.089392656	0.00015956
ENSG00000183251	OR51B4	0.084044043	-1.256874438	NA
ENSG00000183255	PTTG1IP	1299.133619	0.485731511	0.241416933
ENSG00000183258	DDX41	1995.776511	0.992732789	0.000357776
ENSG00000183260	ABHD16B	29.17567651	2.309674406	0.001633776
ENSG00000183281	PLGLB1	161.8404514	-3.268498065	2.96E-09
ENSG00000183283	DAZAP2	9568.212527	-2.319188738	3.10E-12
ENSG00000183287	CCBE1	0.787846668	1.158983076	0.536014406
ENSG00000183291		7831.444983	1.289763252	0.012414262
ENSG00000183298		2682.977651	-0.769749244	0.175269232
ENSG00000183305	MAGEA2B	0.120699073	-1.388521157	NA
ENSG00000183307	CECR6	5.049440208	2.032732501	0.127754443
ENSG00000183308		2.925845062	-1.861357792	0.142227906
ENSG00000183309	ZNF623	396.7582253	0.732607774	0.060592638
ENSG00000183310	OR2T34	0.870288233	-1.224790324	0.527404108
ENSG00000183317	EPHA10	14.92749287	-3.050963638	NA
ENSG00000183318	SPDYE4	0.605664298	-1.563527719	0.417261774
ENSG00000183323	CCDC125	255.4017058	0.305947159	0.550880687
ENSG00000183324	C15orf60	0.21636342	-0.767890644	NA
ENSG00000183336	BOLA2	0.490502031	0.683911914	0.742128291
ENSG00000183337	BCOR	2752.940225	-0.851938192	0.063450879
ENSG00000183340	JRKL	212.5550949	3.061279434	3.38E-16
ENSG00000183347	GBP6	4.174765674	0.1417455	0.931489759
ENSG00000183354	KIAA2026	1024.570583	-1.509654684	3.06E-06
ENSG00000183378	OVCH2	0.735198616	-2.383434886	0.199817457
ENSG00000183379	SYNDIG1L	3.719466442	-0.983724396	0.476292921
ENSG00000183386	FHL3	13.87510266	-0.342156922	0.733942115
ENSG00000183395	PMCH	4.18232519	2.571653114	0.043668174
ENSG00000183396	TMEM89	0.507568297	0.912402601	0.649649269
ENSG00000183397	C19orf71	41.5043502	-0.707809909	0.2777998
ENSG00000183401	CCDC159	211.8493273	-1.616771462	9.36E-07
ENSG00000183405	RPS7P1	6499.622765	-1.115046621	0.110793848
ENSG00000183421	RIPK4	0.28487899	1.728717698	NA
ENSG00000183423	LRIT3	6.243299863	0.723135101	0.489940181
ENSG00000183426	NPIPA1	927.6905997	-1.003383365	0.000573193
ENSG00000183431	SF3A3	2454.098015	1.420961558	8.46E-05
ENSG00000183432	ZBTB8OSP1	0.347869434	-1.63571063	NA
ENSG00000183439	TRIM61	63.15411569	0.982518583	0.05383166
ENSG00000183444	OR7E38P	297.3443469	2.444349991	4.50E-16
ENSG00000183454	GRIN2A	0.084044043	-1.256874438	NA
ENSG00000183458		797.9127957	-1.567610477	0.000851607
ENSG00000183461	XAGE1C	0.444289614	-1.833489162	0.310915905
ENSG00000183473	SSTR3	60.44435677	-2.081856575	0.004050278
ENSG00000183474	GTF2H2C	1118.786759	1.324001421	0.001638577
ENSG00000183475	ASB7	1027.491432	-1.513986007	1.42E-08
ENSG00000183476	SH2D7	0.546871545	-1.342789099	0.497838527
ENSG00000183479	TREX2	10.1308242	-0.096569593	0.926052913
ENSG00000183484	GPR132	691.0740139	0.32289738	0.554791133
ENSG00000183486	MX2	1021.735877	-3.196041915	1.32E-26
ENSG00000183495	EP400	2204.576587	-0.536248422	0.149816622
ENSG00000183496	MEX3B	16.77848167	3.423539907	3.09E-06
ENSG00000183504		0.67158097	-0.727883711	0.698347088
ENSG00000183506	PI4KAP2	869.7561658	-1.406323975	0.000140387
ENSG00000183508	FAM46C	35999.14695	-0.162683855	0.702404834
ENSG00000183513	COA5	580.8283061	-0.340533232	0.600374544
ENSG00000183520	UTP11L	911.4977778	1.686475966	3.14E-08
ENSG00000183527	PSMG1	816.4740903	3.55736067	5.48E-48
ENSG00000183530	PRR14L	1670.61583	0.331035538	0.320582575
ENSG00000183535	COL18A1-AS1	0.049753933	0.732611329	NA
ENSG00000183558	HIST2H2AA3	641.14598	-0.409810582	0.37318641
ENSG00000183562		22.13887039	-2.277870007	0.000355756
ENSG00000183569	SERHL2	55.10066	-2.277595061	4.14E-05
ENSG00000183570	PCBP3	77.70393171	-0.794707144	0.276230966
ENSG00000183576	SETD3	1161.462488	1.844745977	4.14E-08
ENSG00000183578	TNFAIP8L3	0.734103141	2.818366943	0.121953496
ENSG00000183579	ZNRF3	20.48825192	-1.097379805	0.058847295
ENSG00000183580	FBXL7	0.548369891	2.187286323	0.238836084
ENSG00000183597	TANGO2	296.9533989	1.020353462	0.001498174
ENSG00000183598	HIST2H3D	3.020637461	0.3265958	0.822998826
ENSG00000183604		2630.144287	-1.145938175	0.004078427
ENSG00000183605	SFXN4	655.2883553	3.056522482	2.07E-15
ENSG00000183615	FAM167B	2.75767566	-2.73956178	0.046753167
ENSG00000183617	MRPL54	1444.500454	-0.772418847	0.206119738
ENSG00000183621	ZNF438	75.84487302	0.488514843	0.32093242
ENSG00000183624	HMCES	1866.345294	1.877082408	0.000265211
ENSG00000183625	CCR3	2.394247675	2.634517976	0.064200885
ENSG00000183628	DGCR6	99.01673047	-0.081660429	0.887172894
ENSG00000183632	TP53TG3	0.237162303	1.893747471	NA
ENSG00000183638	RP1L1	12.93125888	-2.584419149	0.004160192
ENSG00000183644	C11orf88	0.118447482	0	NA
ENSG00000183647	ZNF530	200.1720934	0.887825638	0.015614835
ENSG00000183648	NDUFB1	1285.2368	1.250825643	0.059926044
ENSG00000183654	11-Mar	0.192554108	0	NA
ENSG00000183655	KLHL25	70.88091394	1.931674477	3.61E-06
ENSG00000183662	FAM19A1	0.070734335	-1.193116354	NA
ENSG00000183665	TRMT12	183.0206091	-0.419343164	0.217696704
ENSG00000183666	GUSBP1	269.1802554	-0.356184984	0.44982757
ENSG00000183671	GPR1	0.070734335	-1.193116354	NA
ENSG00000183675	PTPN20B	6.489771613	1.384347399	0.169649399
ENSG00000183678	CTAG1A	2.032568893	-3.982823222	0.004910465
ENSG00000183682	BMP8A	309.412368	2.248336831	5.46E-09
ENSG00000183684	ALYREF	1847.903726	1.291632584	0.000143919
ENSG00000183688	FAM101B	827.0884743	4.06783339	1.44E-12
ENSG00000183690	EFHC2	3.488179493	-1.524435227	0.217544992
ENSG00000183691	NOG	0.282937341	-1.964391566	NA
ENSG00000183695	MRGPRX2	1.482424306	0	1
ENSG00000183696	UPP1	205.0941152	-0.204536191	0.757631257
ENSG00000183709	IFNL2	0.070734335	-1.193116354	NA
ENSG00000183715	OPCML	0.212660123	0.533983421	NA
ENSG00000183718	TRIM52	422.1034298	-0.930094705	0.088646566
ENSG00000183722	LHFP	1.518361545	2.831939452	0.079374718
ENSG00000183723	CMTM4	32.57218251	0.643742494	0.265537466
ENSG00000183726	TMEM50A	3087.442519	0.247799319	0.500347137
ENSG00000183734	ASCL2	1.798455549	0.070932078	0.971564184
ENSG00000183735	TBK1	1828.859972	-0.85973384	0.007054307
ENSG00000183741	CBX6	3822.426173	0.258228834	0.600343418
ENSG00000183742	MACC1	847.1413572	1.442978335	0.039135049
ENSG00000183747	ACSM2A	0.096550667	1.141875263	NA
ENSG00000183748		2.380856835	-2.068816144	0.164298806
ENSG00000183751	TBL3	781.8007855	1.563557376	1.84E-06
ENSG00000183762	KREMEN1	0.261099904	0.676455041	NA
ENSG00000183763	TRAIP	211.0633419	3.855981357	4.82E-18
ENSG00000183765	CHEK2	362.2872553	3.108116727	4.35E-13
ENSG00000183773	AIFM3	16.68091155	-3.13422031	8.55E-07
ENSG00000183775	KCTD16	3.37907793	2.305412235	0.048426684
ENSG00000183779	ZNF703	21.77124771	-8.86356227	2.61E-11
ENSG00000183780	SLC35F3	18.2229518	7.768002728	8.45E-09
ENSG00000183784	C9orf66	16.70323613	0.912921465	0.290844583
ENSG00000183785	TUBA8	5.205299543	-2.79859277	0.005743866
ENSG00000183791	TCEB3C	0.093216412	0	NA
ENSG00000183793	NPIPA5	879.8812226	-1.025108241	0.003461832
ENSG00000183798	EMILIN3	1.470069525	-1.550953984	0.418227229
ENSG00000183801	OLFML1	3.293793618	-1.792685265	0.191075143
ENSG00000183808	RBM12B	678.2926748	1.516526242	5.09E-08
ENSG00000183813	CCR4	4.338910828	0.237911926	0.896939138
ENSG00000183814	LIN9	344.2828406	4.945679415	7.33E-46
ENSG00000183822		13.3714119	3.252574345	0.000267566
ENSG00000183826	BTBD9	616.5565065	-2.217606595	6.10E-07
ENSG00000183828	NUDT14	105.2024269	0.343750031	0.436968526
ENSG00000183831	ANKRD45	0.679009915	-1.90467257	0.311009791
ENSG00000183833	MAATS1	9.410675314	-4.081446047	0.000359354
ENSG00000183837	PNMA3	14.39654657	-1.515478832	0.019776544
ENSG00000183844	FAM3B	0.287710462	-1.568186171	NA
ENSG00000183850	ZNF730	13.69716904	4.170459426	2.25E-07
ENSG00000183853	KIRREL	0.154778379	-1.621145874	NA
ENSG00000183856	IQGAP3	197.61253	8.488051461	1.26E-26
ENSG00000183862	CNGA2	0.188217607	0.952617533	NA
ENSG00000183864	TOB2	1341.722023	-0.901638062	0.06609462
ENSG00000183873	SCN5A	3.934417787	0.587529564	0.689026008
ENSG00000183876	ARSI	164.2172867	-11.42025755	3.95E-23
ENSG00000183878	UTY	818.2653932	-1.255414839	0.521644788
ENSG00000183889		1517.721938	-0.977867001	0.004651167
ENSG00000183891	TTC32	308.1294253	-1.299050128	0.036152613
ENSG00000183911	RPL21P132	0.532898504	-1.473046189	0.450636755
ENSG00000183914	DNAH2	0.342622936	0.158245867	NA
ENSG00000183918	SH2D1A	3.760378804	-1.934866865	0.160986554
ENSG00000183921	SDR42E2	3.006987921	-2.146878659	0.086397203
ENSG00000183929	DUSP5P1	2.637689578	4.642658693	0.004869185
ENSG00000183935	HTR7P1	7.549168501	1.518108365	0.087777512
ENSG00000183941	HIST2H4A	248.0264178	1.711719673	0.000148652
ENSG00000183943	PRKX	1574.994016	-1.707333281	6.83E-05
ENSG00000183955	SETD8	1405.538364	-0.509285247	0.123069014
ENSG00000183960	KCNH8	122.5398318	-6.318139201	1.15E-23
ENSG00000183963	SMTN	392.7832536	1.614424967	2.04E-09
ENSG00000183971	NPW	2.799176284	0.284486594	0.868507515
ENSG00000183977	PP2D1	79.3819227	-4.497246219	9.46E-28
ENSG00000183978	COA3	580.558659	4.222634522	1.27E-38
ENSG00000184005	ST6GALNAC3	36.13446153	-0.902156351	0.378196266
ENSG00000184007	PTP4A2	10007.92946	-0.405228993	0.227285792
ENSG00000184009	ACTG1	58230.58709	4.056239196	5.82E-26
ENSG00000184012	TMPRSS2	3.172859248	-2.063218726	0.233846056
ENSG00000184014	DENND5A	428.1545023	-5.772769283	6.70E-40
ENSG00000184022	OR2T10	0.337948813	-0.557508356	NA
ENSG00000184033	CTAG1B	2.032568893	-3.982823222	0.004910465
ENSG00000184040		4.611226514	-0.766158334	0.592855111
ENSG00000184047	DIABLO	286.5807129	-1.980178443	8.38E-13
ENSG00000184056	VPS33B	573.1619219	-0.774151523	0.000434952
ENSG00000184058	TBX1	0.761776444	-0.01010834	1
ENSG00000184060	ADAP2	51.08319618	-2.925942263	6.27E-09
ENSG00000184068		164.0267719	0.351994177	0.275604906
ENSG00000184076	UQCR10	1570.893927	2.454331034	3.63E-10
ENSG00000184083	FAM120C	191.730294	-1.698195341	9.15E-08
ENSG00000184100	BRD7P2	149.3748521	0.573671299	0.205813397
ENSG00000184106	TREML3P	0.325231385	-1.397261222	NA
ENSG00000184110	EIF3C	9381.101526	1.967109839	1.99E-05
ENSG00000184111		0.19469065	1.580568385	NA
ENSG00000184113	CLDN5	1.424490039	-1.468354762	0.329350458
ENSG00000184117	NIPSNAP1	497.6964009	1.436073463	9.55E-05
ENSG00000184139	RPL7AP28	0.632448598	0.625940054	0.769654884
ENSG00000184144	CNTN2	0.924458764	-1.357675713	0.477034264
ENSG00000184154	LRTOMT	160.7557619	0.156704717	0.646364134
ENSG00000184156	KCNQ3	3.015939097	1.780952459	0.200257427
ENSG00000184162	NR2C2AP	217.4369032	1.421001064	9.41E-06
ENSG00000184163	FAM132A	21.36121352	-4.245026723	1.26E-09
ENSG00000184164	CRELD2	3054.749658	1.99320855	3.98E-09
ENSG00000184178	SCFD2	500.3415794	1.872774299	8.40E-07
ENSG00000184182	UBE2F	407.7352331	-2.186011198	1.10E-11
ENSG00000184185	KCNJ12	0.204711359	0.571442311	NA
ENSG00000184188		0.363069922	0.715195287	NA
ENSG00000184194	GPR173	0.28878716	-1.943246119	NA
ENSG00000184203	PPP1R2	5380.434712	-1.802381076	9.84E-08
ENSG00000184205	TSPYL2	2663.803041	-3.608679829	2.24E-57
ENSG00000184206	GOLGA6L4	283.1961666	-2.262900689	1.15E-07
ENSG00000184207	PGP	334.618608	2.252548113	1.13E-11
ENSG00000184208	C22orf46	314.0219058	2.568132344	1.96E-17
ENSG00000184209	SNRNP35	379.2692872	-0.474894472	0.274541386
ENSG00000184210	DGAT2L6	1.444565182	2.325044509	0.159182861
ENSG00000184216	IRAK1	6011.298562	-0.311849478	0.542820309
ENSG00000184220	CMSS1	729.4455513	2.083944372	1.97E-10
ENSG00000184221	OLIG1	0.070734335	-1.193116354	NA
ENSG00000184224	C11orf72	1.308614763	1.765627103	0.262068359
ENSG00000184226	PCDH9	38.70691333	-3.337171087	1.41E-08
ENSG00000184227	ACOT1	147.3156697	0.015790413	0.986659642
ENSG00000184232	OAF	393.4873502	4.768574621	3.41E-23
ENSG00000184254	ALDH1A3	1.86797157	0.04788033	0.985192137
ENSG00000184258	CDR1	1.969121879	3.194938857	0.047018159
ENSG00000184260	HIST2H2AC	28.7827157	0.063110989	0.932178552
ENSG00000184261	KCNK12	8.692147564	2.227234041	0.011532886
ENSG00000184270	HIST2H2AB	1.528720885	0.058529438	0.976850984
ENSG00000184271	POU6F1	392.8505011	-3.38256572	2.43E-43
ENSG00000184274	LINC00315	0.144826001	1.397417684	NA
ENSG00000184276	DEFB108B	0.156436025	0	NA
ENSG00000184277	TM2D3	1071.78642	-1.246401734	2.16E-09
ENSG00000184281	TSSC4	865.5013457	-0.723809632	0.026521565
ENSG00000184293	CLECL1	554.60107	0.129957825	0.836935767
ENSG00000184303	DRD5P1	0.774216085	3.644347438	0.038418486
ENSG00000184304	PRKD1	7.928821272	-0.957738138	0.636489813
ENSG00000184305	CCSER1	91.89412923	-3.414480119	1.34E-05
ENSG00000184307	ZDHHC23	307.7854036	-0.947234139	0.014354969
ENSG00000184313	MROH7	0.118447482	0	NA
ENSG00000184319	RPL23AP82	164.8906588	0.627387096	0.016579447
ENSG00000184324	CSAG2	0.759998749	0	1
ENSG00000184343	SRPK3	19.53038607	1.559728525	0.056867776
ENSG00000184347	SLIT3	0.209813641	0.514125251	NA
ENSG00000184348	HIST1H2AK	11.1334455	0.937167552	0.339209927
ENSG00000184357	HIST1H1B	6.759845008	2.665159783	0.005557011
ENSG00000184361	SPATA32	10.15721227	-2.090230149	0.02541241
ENSG00000184363	PKP3	0.878982319	1.698772467	0.359149501
ENSG00000184368	MAP7D2	13.94693807	-3.972877684	NA
ENSG00000184371	CSF1	68.06218106	-1.138551918	0.21392803
ENSG00000184374	COLEC10	1.434835433	-2.536925435	0.16354481
ENSG00000184378	ACTRT3	3.738849676	1.505848712	0.188034163
ENSG00000184381	PLA2G6	348.5545872	-0.423733615	0.283575132
ENSG00000184384	MAML2	201.5960817	-2.10839162	1.05E-06
ENSG00000184385	C21orf128	1.694244048	0.937792275	0.623943974
ENSG00000184388	PABPC1L2B	0.045428851	0.697072531	NA
ENSG00000184389	A3GALT2	1.758293913	-4.091770082	0.007807926
ENSG00000184402	SS18L1	307.4762477	1.603001586	0.000175722
ENSG00000184414		0.631964735	-1.567861598	0.39504667
ENSG00000184423		0.319054655	-0.94450736	NA
ENSG00000184428	TOP1MT	607.9823256	-2.879241362	7.17E-12
ENSG00000184432	COPB2	7569.457519	2.855187947	3.30E-12
ENSG00000184434	LRRC19	1.512974131	-2.618370194	0.090232441
ENSG00000184436	THAP7	834.0991266	-0.809194494	0.00133917
ENSG00000184441		116.2063211	-2.833711481	3.90E-13
ENSG00000184445	KNTC1	2335.63218	1.337383381	0.000270865
ENSG00000184451	CCR10	176.0525532	4.077521629	1.20E-12
ENSG00000184454	NCMAP	47.74591496	0.033026329	0.99105793
ENSG00000184465	WDR27	322.9668142	-0.009445342	0.994869543
ENSG00000184470	TXNRD2	359.9627714	1.046338924	0.001518489
ENSG00000184481	FOXO4	404.7049423	-1.223982758	1.21E-05
ENSG00000184486	POU3F2	0.662258385	-1.374633635	0.48573339
ENSG00000184489	PTP4A3	3475.313901	4.289414595	6.95E-18
ENSG00000184492	FOXD4L1	6.219862729	0.855885758	0.487897598
ENSG00000184497	TMEM255B	3.322481217	-3.550310326	0.003102118
ENSG00000184500	PROS1	4.748922374	0.700277816	0.623724134
ENSG00000184507	NUTM1	3.091545262	3.006575228	0.031077058
ENSG00000184508	HDDC3	152.8465754	4.00277185	3.33E-30
ENSG00000184515	BEX5	246.6170965	1.127660831	0.469794207
ENSG00000184517	ZFP1	277.6303849	0.33286365	0.433812231
ENSG00000184523	PTGER4P2	1.106299853	1.072683924	0.550121241
ENSG00000184524	CEND1	33.94281008	4.13513704	3.08E-08
ENSG00000184530	C6orf58	0.990030202	-0.294799394	0.879255486
ENSG00000184545	DUSP8	695.9298023	-8.003978726	2.29E-55
ENSG00000184551		64.60893335	-4.096764025	7.58E-15
ENSG00000184557	SOCS3	3622.932177	-2.013123101	5.86E-05
ENSG00000184566		0.049753933	0.732611329	NA
ENSG00000184574	LPAR5	183.7505808	-0.033073557	0.958391072
ENSG00000184575	XPOT	4329.539357	2.509887264	2.48E-24
ENSG00000184584	TMEM173	342.1106278	4.441189462	1.66E-05
ENSG00000184588	PDE4B	6622.599206	-3.398673196	2.35E-34
ENSG00000184596		79.95964309	-4.98554018	6.55E-20
ENSG00000184599	FAM19A3	0.084044043	-1.256874438	NA
ENSG00000184602	SNN	1901.579064	-8.262770155	1.79E-118
ENSG00000184608	C8orf12	1.611941077	-3.73787777	0.02340857
ENSG00000184611	KCNH7	0.410507249	0.432216583	NA
ENSG00000184612	RPL7P26	10.15967373	-0.645291457	0.432359861
ENSG00000184613	NELL2	8.610110185	-2.634135486	NA
ENSG00000184616		55.96598384	-0.478408797	0.337372519
ENSG00000184619	KRBA2	5.801132993	-0.225854643	0.85705182
ENSG00000184624	ZNF72P	0.186849724	0.946433052	NA
ENSG00000184634	MED12	1167.458472	-0.495822823	0.096487319
ENSG00000184635	ZNF93	186.0031782	1.684992372	3.53E-10
ENSG00000184640	9-Sep	8869.193319	-0.439359172	0.297188779
ENSG00000184647	PRSS55	0.585758285	-2.784312342	0.128528602
ENSG00000184650	ODF4	0.120699073	-1.388521157	NA
ENSG00000184659	FOXD4L4	9.470175159	1.520261529	0.210129282
ENSG00000184661	CDCA2	709.543842	7.366258069	1.74E-55
ENSG00000184669	OR7E14P	9.52675731	2.85288734	0.026678985
ENSG00000184674	GSTT1	220.1362483	0.73830947	0.724168817
ENSG00000184675	AMER1	457.2467297	-0.964436106	0.015685548
ENSG00000184677	ZBTB40	2255.74263	-1.280885471	0.000724685
ENSG00000184678	HIST2H2BE	214.8209116	-1.328352495	0.001687255
ENSG00000184682	C11orf89	131.2356752	0.367062914	0.644842823
ENSG00000184697	CLDN6	0.263458613	0.161055201	NA
ENSG00000184698	OR51M1	0.084044043	-1.256874438	NA
ENSG00000184702	5-Sep	6.745561604	-2.022835839	0.039431267
ENSG00000184708	EIF4ENIF1	965.02578	-0.730949878	0.014090962
ENSG00000184719	RNLS	97.30429871	1.862587428	1.67E-07
ENSG00000184730	APOBR	100.8303067	3.273055903	5.10E-09
ENSG00000184731	FAM110C	0.070734335	-1.193116354	NA
ENSG00000184743	ATL3	1809.584969	1.461146315	1.03E-07
ENSG00000184750	MAGEA2	0.120699073	-1.388521157	NA
ENSG00000184752	NDUFA12	1239.123309	2.302811251	3.72E-10
ENSG00000184774		0.146030987	0.606526764	NA
ENSG00000184779	RPS17	45937.85745	-1.1515559	0.077182935
ENSG00000184785	SMIM10	2.249732663	4.178908126	0.005153109
ENSG00000184786	TCTE3	6.954386455	-0.846788966	0.413878387
ENSG00000184787	UBE2G2	2572.533147	0.185443246	0.502596853
ENSG00000184788	SATL1	60.26755671	0.084372811	0.874704387
